gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
"Diyarbakır Baro Başkanı Tahir Elçi'nin ölümünün 5. yılında görülen ilk duruşmada, pandemi nedeniyle sınırlı sayıda kişi salona alındı.  Elçi ailesinin avukatları savunma yapamadı ve sanık polislerin SEGBİS aracılığıyla katılmasına itirazları reddedildi.  Bunun üzerine avukatlar reddi hakim talebinde bulundu ve duruşma ertelendi.  Eşi Türkan Elçi, okuyamadığı dilekçesini kamuoyunun vicdanına bıraktığını söyledi.  Avukatlar, mahkemenin tarafsızlığını yitirdiğini ve adil bir yargılama beklentilerinin kalmadığını belirtti.
","Diyarbakır Baro Başkanı Tahir Elçi'nin ölümünün 5. yılında görülen ilk duruşmada, pandemi nedeniyle sınırlı sayıda kişi salona alındı.  Elçi ailesinin avukatları savunma yapamadı ve sanık polislerin SEGBİS aracılığıyla katılmasına itirazları reddedildi.  Bunun üzerine avukatlar reddi hakim talebinde bulundu ve duruşma ertelendi.  Eşi Türkan Elçi, okuyamadığı dilekçesini kamuoyunun vicdanına bıraktığını söyledi.  Avukatlar, mahkemenin tarafsızlığını yitirdiğini ve adil bir yargılama beklentilerinin kalmadığını belirtti.
","Diyarbakır Baro Başkanı Tahir Elçi'nin öldürülmesiyle ilgili davada, pandemi nedeniyle sadece 84 kişinin salona girmesine izin verildi. Avukatlar, sanıkların SEGBİS üzerinden mahkemeye katılmasına itiraz etti ancak mahkeme bu talebi reddetti. Duruşmada söz alamayan avukatlar reddi hakim talebinde bulundu. Duruşmanın sonunda reddi hakim talebinin bir üst mahkemede görülmesine karar verildi ve mahkeme 3 Mart tarihine ertelendi. Tahir Elçi'nin eşi Türkan Elçi de hazırladığı dilekçeyi okuyamadı.","Diyarbakır Baro Başkanı Tahir Elçi'nin öldürülmesiyle ilgili davada, pandemi nedeniyle sadece 84 kişinin salona girmesine izin verildi. Avukatlar, sanıkların SEGBİS üzerinden mahkemeye katılmasına itiraz etti ancak mahkeme bu talebi reddetti. Duruşmada söz alamayan avukatlar reddi hakim talebinde bulundu. Duruşmanın sonunda reddi hakim talebinin bir üst mahkemede görülmesine karar verildi ve mahkeme 3 Mart tarihine ertelendi. Tahir Elçi'nin eşi Türkan Elçi de hazırladığı dilekçeyi okuyamadı.","Eski Diyarbakır Barosu Başkanı Tahir Elçi'nin 28 Kasım 2015'te Diyarbakır'ın Sur ilçesinde öldürülmesiyle ilgili dava Çarşamba günü Diyarbakır 10. Ağır Ceza Mahkemesi'nde başladı. Davada Tahir Elçi'nin avukatları reddi hakim talebinde bulundu, duruşma 3 Mart 2021'e ertelendi.",846,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,['Fluency']
"Marcello Pesce, Ndrangheta mafyasının kuzey İtalya'ya yaymak önemli rol oynamak, 16 yılmak hapis ceza bulmak bir kaçaktı. Hastaların internetten yanlış bilgi edinme ihtimalinin yüksek olduğu, bu nedenle herhangi bir tedaviye başlamadan önce mutlaka doktora danışmak gerektiği vurgulanıyor. 2010dan beri Pesce, Calabria Rosarno'da yakalamak. polis, ev silâh yer kitap bul şaşırmak. Her beş meme kanseri vakasından birinde kanserin cilde yayılarak yaralara yol açtığı, hastaların kullandığı bitkisel kremlerin ise yaraların iyileşmesini geciktirdiği ifade ediliyor. ""kitapsever baba"" olarak ##s Pescenin dermek zekâ suç işlemek için kullanmak belirmek. tutuk direnmek Pesce, okumak olmak Sartre kitabını yan götürmek istemek.","Marcello Pesce, 'Ndrangheta mafyasının kuzey İtalya'ya yayılmasında önemli rol oynayan, 16 yıl hapis cezası bulunan bir kaçaktı.  2010'dan beri aranan Pesce, Calabria'daki Rosarno'da yakalandı.  Polis, evinde silah yerine kitaplar bulunca şaşırdı.  Tutuklanırken direnmeyen Pesce, okumakta olduğu Sartre kitabını yanında götürmek istedi.  ""Kitapsever mafya babası"" olarak anılan Pesce'nin derin zekasını suç işlemek için kullandığı belirtildi.
","52 yaşındaki Marcello Pesce, 'Ndrangheta mafyasının ülkenin kuzeyine yayılmasının mimarlarından biri olarak biliniyor. 2010'dan beri kaçak olan Pesce, hakkında 16 yıl hapis cezası bulunuyor. Pesce, Calabria bölgesindeki Rosarno kasabasında gizlendiği evde polis tarafından yakalandı. Polisler, Pesce'nin kitaplarını bulunca şaşırdı. Pesce'nin kitapları, onun karmaşık bir kişiliğe sahip olduğunu ve derin zekasını suç işlemek için kullandığını gösteriyor. İçişleri Bakanı, Pesce'nin adalete teslim edilmesinin İtalya için güzel bir gün olduğunu belirtti.","52 yaşındaki Marcello Pesce, 'Ndrangheta mafyasının ülkenin kuzeyine yayılmasının mimarlarından biri olarak biliniyor. 2010'dan beri kaçak olan Pesce, hakkında 16 yıl hapis cezası bulunuyor. Pesce, Calabria bölgesindeki Rosarno kasabasında gizlendiği evde polis tarafından yakalandı. Polisler, Pesce'nin kitaplarını bulunca şaşırdı. Pesce'nin kitapları, onun karmaşık bir kişiliğe sahip olduğunu ve derin zekasını suç işlemek için kullandığını gösteriyor. İçişleri Bakanı, Pesce'nin adalete teslim edilmesinin İtalya için güzel bir gün olduğunu belirtti.","İtalya'da yıllardır aranan mafya lideri Marcello Pesce dün yakalandığında, komodininin üzerinde gördükleri polisleri şaşkına çevirdi. Mafya babasının başucunda Jean-Paul Sartre, Albert Camus, Marcel Proust ve Gabriel Garcia Marquez gibi yazarların eserleri bulunuyordu.",854,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 44}, 'should_replace_conjunctions': {'enabled': False, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Coherence', 'Consistency', 'Fluency', 'Relevance']"
"Google'ın raporuna göre 2023'ün ilk yarısında devletlerden 21 bin bilgi talebi geldi.  ABD en çok bilgi talebinde bulunan ülke olurken, Türkiye ise içerik kaldırma taleplerinde ilk sırada yer aldı.  Türkiye'nin 501 içerik kaldırma talebinin 148'i Atatürk, hükümet ve milli değerlerle ilgiliydi.  İçerik kaldırma talepleri genellikle iftira, özel hayat ve güvenlik konularını kapsıyordu.  Google, hükümetlerden gelen bu talepleri 2009'dan beri raporluyor.
","Google'ın raporuna göre 2023'ün ilk yarısında devletlerden 21 bin bilgi talebi geldi.  ABD en çok bilgi talebinde bulunan ülke olurken, Türkiye ise içerik kaldırma taleplerinde ilk sırada yer aldı.  Türkiye'nin 501 içerik kaldırma talebinin 148'i Atatürk, hükümet ve milli değerlerle ilgiliydi.  İçerik kaldırma talepleri genellikle iftira, özel hayat ve güvenlik konularını kapsıyordu.  Google, hükümetlerden gelen bu talepleri 2009'dan beri raporluyor.
","Google' a yılın ilk altı Ay dünya genel 21 bin bilgi talep yapıldığı rapor. Türkiye, en talep ülke olarak öne çıktı ve 7969 kez bilgi talep bul. ABD ise talep ön çıktı ve 501 taleple başvuran ülke oldu. Google sözcüsü, içerik kaldırma ülkeden ülkeye değişebildiğini ve ülkelerin yasalarının yansıması olduğunu belirtti. Raporda, içerik kaldırma iftira, özel hayat, güvenlik, pornografi, nefret söylem ve telif hakkı gibi konularla ilgili olduğu belirtildi.","Google'a yılın ilk altı ayında dünya genelinde 21 bin bilgi talebi yapıldığı raporlandı. ABD, en fazla talepte bulunan ülke olarak öne çıktı ve 7969 kez bilgi talebinde bulundu. Türkiye ise içerik kaldırma talepleriyle öne çıktı ve 501 taleple en fazla başvuran ülke oldu. Google sözcüsü, içerik kaldırma taleplerinin ülkeden ülkeye değişebildiğini ve ülkelerin yasalarının yansıması olduğunu belirtti. Raporda, içerik kaldırma taleplerinin iftira, özel hayat, güvenlik, pornografi, nefret söylemi ve telif hakkı gibi konularla ilgili olduğu belirtildi.","Google’ın yayımladığı 'Şeffaflık Raporu', hükümetlerin Google’dan bilgi taleplerinin sürekli arttığını gösterirken Türkiye’nin Google’dan en fazla içerik kaldırma talebinde bulunan ülke olduğunu da ortaya koydu.",855,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 33}, 'should_replace_conjunctions': {'enabled': False, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,"['Consistency', 'Coherence']"
"ÜnlülerApplen AppleCloud hesap özel fotoğraflarının sızdırmak üzerApple i bAppler açıklama yapmak. i, sApplestem bAppler Applehlâl olmak, hesap Hedef saldırılarla gApplermek belApplerttApple. saldırgan, ün kul ad, şApplefrelerApple ve soru elemek geçApplermek hesap erAppleşApplem sağlamak. i, 40 saat bAppler araştırma sonra bu sonuca var ve Fbı Applel BApplerlApplek faApplel kApplemlApplek tespApplet etmek çalışıyor. sızdırmak fotoğraflar Aras oyun ##Applefer LawrenceApplefer Lawrenceın da özel fotoğraf bulunuyor. 'Sonik cihaz' iddiası İşitme kaybına, diplomatların evinin önüne konulan ve duyulmayan ses dalgalarıyla sağırlığa yol açabilen bir tür sonik cihazın neden olmuş olabileceği iddia ediliyor.","Ünlülerin iCloud hesaplarından özel fotoğraflarının sızdırılması üzerine Apple bir açıklama yaptı.  Apple, güvenlik sistemlerinde bir ihlal olmadığını, hesaplara hedefli saldırılarla girildiğini belirtti. Saldırganlar, ünlülerin kullanıcı adları, şifreleri ve güvenlik sorularını ele geçirerek hesaplara erişim sağladı.  Sızdırılan fotoğraflar arasında oyuncu Jennifer Lawrence'ın da özel fotoğrafları bulunuyor. Apple, 40 saatlik bir araştırma sonrası bu sonuca vardı ve FBI ile birlikte faillerin kimliklerini tespit etmeye çalışıyor.
","Apple, bazı ünlülerin iCloud hesaplarına zorla girildiğini doğruladı ancak güvenlik sistemlerinin ihlaliyle ilgili kanıt bulunmadığını belirtti. Şirket, faillerin ünlülerin oturum açma şifrelerini tahmin ederek hırsızlığı gerçekleştirdiğini söyledi. Bu açıklama, birçok ünlünün mahrem fotoğraflarının internete sızmasıyla gündeme gelmişti. Apple, hesapların güvenliğinin ihlal edildiğini ve faillerin kimliklerinin belirlenmesi için çalışmalarını sürdürdüğünü açıkladı. FBI da konuyu soruşturduğunu duyurdu.","Apple, bazı ünlülerin iCloud hesaplarına zorla girildiğini doğruladı ancak güvenlik sistemlerinin ihlaliyle ilgili kanıt bulunmadığını belirtti. Şirket, faillerin ünlülerin oturum açma şifrelerini tahmin ederek hırsızlığı gerçekleştirdiğini söyledi. Bu açıklama, birçok ünlünün mahrem fotoğraflarının internete sızmasıyla gündeme gelmişti. Apple, hesapların güvenliğinin ihlal edildiğini ve faillerin kimliklerinin belirlenmesi için çalışmalarını sürdürdüğünü açıkladı. FBI da konuyu soruşturduğunu duyurdu.","Apple, dünyaca ünlü bazı isimlerin çıplak resimlerinin internete sızdırılmasının güvenlik ihlali değil oturum açma şifrelerinin çalınmasıyla gerçekleştiğini açıkladı.",863,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 50}, 'should_replace_conjunctions': {'enabled': False, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Consistency', 'Relevance', 'Fluency', 'Coherence']"
"Brett Kavanaugh, ABD Yüksek Mahkemesi üyeliğine 50'ye 48 oyla onaylandı.  Oylamanın ardından Senato'da protestolar yaşandı ve Başkan Trump, Kavanaugh'ı tebrik eden bir mesaj yayınladı.  Kavanaugh'ın atanmasıyla Yüksek Mahkeme'deki dengeler muhafazakarlar lehine değişecek ve Trump'ın göçmenlik, kürtaj gibi konularda eli güçlenecek.  Kavanaugh,  üç kadın tarafından cinsel saldırı ve tacizle suçlanmış, iddiaları reddetmişti.  FBI, iddialarla ilgili soruşturma yürüttü fakat Demokratlar soruşturmanın yetersiz olduğunu savundu.
",,"ABD Senatosu, Brett Kavanaugh'ın Yüksek Mahkeme üyeliğini 50 'Evet' oyu ile onayladı. Oylama sırasında protesto gösterileri yapıldı ve oturumu yöneten Mike Pence düzenin sağlanmasını istedi. Kavanaugh'un adaylığının onaylanması, Yüksek Mahkeme'deki dengenin muhafazakarlar lehine değişmesi açısından önemli. Kavanaugh hakkında cinsel saldırı iddiaları bulunuyordu ve FBI tarafından yapılan soruşturma sonucunda aklandığı belirtildi. Trump, Kavanaugh'ın onaylanmasını kutladı.",,"ABD Başkanı Donald Trump'ın Yüksek Mahkeme üyeliğine aday gösterdiği, hakkında cinsel taciz iddiaları ortaya atılan Yargıç Brett Kavanaugh'un Yüksek Mahkeme üyeliği, ABD Senatosu'da yapılan oylama sonucununda onaylandı.",865,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"Bernie Sanders, Demokrat Parti başkan adaylığından çekildi ve Joe Biden'ın adaylığı kesinleşti.  Sanders, internet üzerinden yaptığı açıklamada kararının ""çok zor"" olduğunu belirtti ve Biden'ı tebrik etti.  Sağlık ve işçi sınıfı sorunlarına odaklanan Sanders, özellikle gençlerden destek almasına rağmen son ön seçimlerde Biden'ın gerisinde kalmıştı.  Sanders, Biden ile birlikte Trump'ı yenmek için çalışacağını söyledi. Demokratlar resmi adaylarını Ağustos ayında Milwaukee'de açıklayacak.
","Bernie Sanders, Demokrat Parti başkan adaylığından çekildi ve Joe Biden'ın adaylığı kesinleşti.  Sanders, internet üzerinden yaptığı açıklamada kararının ""çok zor"" olduğunu belirtti ve Biden'ı tebrik etti.  Sağlık ve işçi sınıfı sorunlarına odaklanan Sanders, özellikle gençlerden destek almasına rağmen son ön seçimlerde Biden'ın gerisinde kalmıştı.  Sanders, Biden ile birlikte Trump'ı yenmek için çalışacağını söyledi. Demokratlar resmi adaylarını Ağustos ayında Milwaukee'de açıklayacak.
","Bernie Sandersın çekilmesiyle Joe Biden'ın demokrat Parti olmak kesinmek göz bakılıyor. Sanders, kararını İnternet yayınlamak video il destekçilerine açıklama önce kampanya çalışanlarına iletmek. Sanders, sağlık sistem ve işçi sınıf sorun platformlarının kilit konuları Aras sokmayı başarmak. Sanders, Demokrat parti son haftalardaki ön rakibi Bidenın gerisinde kalıyordu. Sanders, adaylığından çekilmek kararının 'çok zor ve acı verici' olduğunu söyledi ve Joe Biden' ı tebrik etmek.","Bernie Sanders'ın çekilmesiyle Joe Biden'ın Demokrat Parti adayı olmasına kesin gözüyle bakılıyor. Sanders, kararını internette yayınladığı video ile destekçilerine açıklamadan önce kampanya çalışanlarına iletti. Sanders, sağlık sistemi ve işçi sınıfının sorunlarını seçim platformlarının kilit konuları arasına sokmayı başarmıştı. Sanders, Demokrat Parti'nin son haftalardaki ön seçimlerinde rakibi Biden'ın gerisinde kalıyordu. Sanders, aday adaylığından çekilme kararının 'çok zor ve acı verici' olduğunu söyledi ve Joe Biden'ı tebrik etti.",ABD'de Kasım ayında düzenlenecek başkanlık seçimlerinde Demokrat Parti'den aday adayı olan Bernie Sanders seçim kampanyasını askıya aldığını duyurdu.,866,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 37}, 'should_replace_conjunctions': {'enabled': False, 'number': 2}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,['Coherence']
"John Boltonolas Maduro, olası bir suikast girişiminde sorumluluğun ABD Başkanı Donald Trump ve Kolombiya Devlet Başkanı Ivan Duque'de olduğunu iddia etti. Maduro, halkın ve istihbarat servislerinin kendisini koruduğuna inandığını belirtti. Ayrıca, Trump ile doğrudan iletişim kurmaya çalıştığını, ancak Ulusal Güvenlik Danışmanı Nic tarafından engellendiğini öne sürdü. Bolton'ın not defterindeki ""Kolombiya'ya 5.000 asker"" notu, ##auela'ya olası bir müdahale endişesi yaratmıştı. Kolombiya yetkilileri ise böyle bir bilgileri olmadığını açıkladı.","Nicolas Maduro, olası bir suikast girişiminde sorumluluğun ABD Başkanı Donald Trump ve Kolombiya Devlet Başkanı Ivan Duque'de olduğunu iddia etti.  Maduro, halkın ve istihbarat servislerinin kendisini koruduğuna inandığını belirtti.  Ayrıca, Trump ile doğrudan iletişim kurmaya çalıştığını, ancak Ulusal Güvenlik Danışmanı John Bolton tarafından engellendiğini öne sürdü.  Bolton'ın not defterindeki ""Kolombiya'ya 5.000 asker"" notu, Venezuela'ya olası bir müdahale endişesi yaratmıştı. Kolombiya yetkilileri ise böyle bir bilgileri olmadığını açıkladı.
","Venezuela Devlet Başkanı Nicolas Maduro, Rus RIA Novosti ajansına yaptığı açıklamada, kendisine bir şey gelmesi durumunda sorumluların Donald Trump ve Kolombiya Devlet Başkanı Ivan Duque olduğunu söyledi. Maduro, Venezuela halkının kendisini her zaman koruduğunu ve iyi bir istihbarat servislerinin olduğunu belirtti. Ayrıca, Trump'la kişisel düzeyde diyalog kurmaya çalıştığını ancak Ulusal Güvenlik Danışmanı John Bolton'ın bunu engellediğini iddia etti. Kolombiya yetkilileri ise konuyla ilgili bilgi sahibi olmadıklarını açıkladı.","Venezuela Devlet Başkanı Nicolas Maduro, Rus RIA Novosti ajansına yaptığı açıklamada, kendisine bir şey gelmesi durumunda sorumluların Donald Trump ve Kolombiya Devlet Başkanı Ivan Duque olduğunu söyledi. Maduro, Venezuela halkının kendisini her zaman koruduğunu ve iyi bir istihbarat servislerinin olduğunu belirtti. Ayrıca, Trump'la kişisel düzeyde diyalog kurmaya çalıştığını ancak Ulusal Güvenlik Danışmanı John Bolton'ın bunu engellediğini iddia etti. Kolombiya yetkilileri ise konuyla ilgili bilgi sahibi olmadıklarını açıkladı.","Venezuela Devlet Başkanı Nicolas Maduro, ABD Başkanı Donald Trump'ın, Kolombiya hükümetine ve mafyasına kendisini öldürme talimatı verdiğini öne sürdü.",869,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,['Consistency']
"Kuzey Kore'ye bağlı bir internet sitesi, daha önce saldırıya uğramış Yeonpyeong Adası da dahil olmak üzere hedefler belirledi.  ABD, Kuzey Kore'nin tehditlerine karşı batı kıyısındaki füze savunma sistemlerini güçlendireceğini açıkladı ve Alaska'ya ek füze rampaları yerleştirilecek. Kuzey Kore'nin üçüncü nükleer denemesi sonrası BM Güvenlik Konseyi yaptırımları artırdı.  Kuzey Kore ise ABD'ye nükleer saldırı tehdidinde bulundu. ABD ve Güney Kore bölgede ortak tatbikatlar başlattı.
",,"Kuzey Kore'nin tehditlerine karşı ABD, batı kıyılarındaki füze savunma sistemlerini gözden geçireceğini ve Alaska'ya daha fazla füze rampası yerleştireceğini açıkladı. Kuzey Kore ise üçüncü nükleer füze denemesini yapmış ve BM'nin ambargolarını sıkılaştırmasına rağmen misilleme tehdidinde bulunmuştu. ABD ve Güney Kore, bölgede ortak tatbikatlara başladı. Kuzey Kore'nin üç yıl önce Yeonpyeong Adası'na yaptığı saldırıda dört kişi ölmüştü.",,"Kuzey Kore yönetimine bağlı bir internet sitesinde, Güney Kore'ye bağlı adalara saldırı düzenlenebileceği uyarısında bulunuldu ve ada sakinlerine evlerini terk etmesini tavsiye edildi.",872,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"İtalya Covid-19 salgınıyla mücadeleden özel komiser Domenico Arcuri, aşı kampanya yavaş ve Aksak nedeniyle alındı. yer, Lojistik komutanlığı yapmış general Francesco Paolo Figliuolo ata. Arcuri, korumak malzeme tem ve aşı dağıtım soru, gerek harcamalar ve yol iddia eleştirmek. İtalya'da yaklaşık 4.4 milyon kişi aşı olmak da, nüfus yalnızca% 7sinin aşı endişe yaratmak. başbakan ##co Arcurighi, Arcuri dönemindeki çiçek şeklindeki aşı merkezî proje iptal etti.","İtalya'da Covid-19 salgınıyla mücadeleden sorumlu özel komiser Domenico Arcuri, aşı kampanyasındaki yavaşlık ve aksaklıklar nedeniyle görevden alındı.  Yerine, lojistik komutanlığı yapmış General Francesco Paolo Figliuolo atandı.  Arcuri, koruyucu malzeme temini ve aşı dağıtımındaki sorunlar, gereksiz harcamalar ve yolsuzluk iddialarıyla eleştiriliyordu. Yeni Başbakan Draghi, Arcuri dönemindeki çiçek şeklindeki aşı merkezi projesini iptal etti. İtalya'da yaklaşık 4.4 milyon kişi aşılanmış olsa da, nüfusun yalnızca %7'sinin aşılanması endişe yaratıyor.
","İtalya'da Covid-19 salgınıyla mücadele eden özel bir komiserlik görevinden alındı. Domenico Arcuri'nin yerine General Francesco Paolo Figliuolo getirildi. Arcuri, aşı kampanyasındaki aksaklıklar ve masraflar nedeniyle eleştiriliyordu. Yeni başbakan, mevcut tesislerin kullanılacağını açıkladı ve Arcuri dönemindeki maske alımıyla ilgili bir soruşturma başlatıldı. İtalya'da aşılanan kişi sayısı hala düşük olduğu için salgınla mücadele süresiyle ilgili endişeler devam ediyor.","İtalya'da Covid-19 salgınıyla mücadele eden özel bir komiserlik görevinden alındı. Domenico Arcuri'nin yerine General Francesco Paolo Figliuolo getirildi. Arcuri, aşı kampanyasındaki aksaklıklar ve masraflar nedeniyle eleştiriliyordu. Yeni başbakan, mevcut tesislerin kullanılacağını açıkladı ve Arcuri dönemindeki maske alımıyla ilgili bir soruşturma başlatıldı. İtalya'da aşılanan kişi sayısı hala düşük olduğu için salgınla mücadele süresiyle ilgili endişeler devam ediyor.","İtalya'da yeni kurulan Mario Draghi hükümeti, koronavirüsle mücadele kampanyasında değişiklik işareti vererek pandemi krizini yönetmekten sorumlu Covid Özel Komiseri Domenico Arcuri'yi görevden aldı. Yaklaşık bir yıldır bu görevde olan Arcuri'nin yerine General Francesco Paolo Figliuolo getirildi.",873,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 47}, 'should_replace_conjunctions': {'enabled': False, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Coherence', 'Consistency', 'Fluency']"
"##bli mülteci sayı, birleşmek UN'nin Milletler Mülteciler yük KomiserliğiCHR 2012 son tahmin aşarak geçti. Sadece son hafta 30 bin ##bli Türkiye sığınmak. Milletler Mülteciler yük KomiserliğiCHR, mobil kayıtlarla Yard ediyor ve Bekaa bölgesindeki mültecilere U çalışıyor. Lübnan güvenlik sorun, yardım çalışmak olumsuz etkiliyor ve Trablus kayıt merkezî kapatılmak zorunda kalın. ##b çatışmalarda tahmini ölü sayı 24 bin 500' ü aştı ve Ağustos ayı en kanlı ay olarak kaydetmek.","Suriyeli mülteci sayısı, Birleşmiş Milletler Mülteciler Yüksek Komiserliği'nin (UNCHR) 2012 sonu tahminlerini aşarak 200 bini geçti.  Sadece son haftada 30 bin Suriyeli Türkiye'ye sığındı.  Lübnan'daki güvenlik sorunları, yardım çalışmalarını olumsuz etkiliyor ve Trablus'taki kayıt merkezi kapatılmak zorunda kalındı.  UNCHR, mobil kayıtlarla yardıma devam ediyor ve Bekaa bölgesindeki mültecilere ulaşmaya çalışıyor.  Suriye'deki çatışmalarda tahmini ölü sayısı 24 bin 500'ü aştı ve Ağustos ayı en kanlı ay olarak kaydedildi.
","Suriye'deki mülteci sayısı, Birleşmiş Milletler'in tahminlerini aşarak 200 binin üzerine çıktı. Geçtiğimiz hafta sadece Türkiye'ye 30 bin kişi geçiş yaptı. Lübnan'daki güvenlik koşulları, yardım çabalarını engelliyor ve kayıt merkezleri kapatılmak zorunda kalıyor. Ancak, mobil kayıtlar yapılarak yardım faaliyetleri devam ediyor. Suriye'deki ayaklanmalarda şimdiye kadar 24 bin 500 kişi hayatını kaybetti ve Ağustos ayı en kanlı ay oldu.","Suriye'deki mülteci sayısı, Birleşmiş Milletler'in tahminlerini aşarak 200 binin üzerine çıktı. Geçtiğimiz hafta sadece Türkiye'ye 30 bin kişi geçiş yaptı. Lübnan'daki güvenlik koşulları, yardım çabalarını engelliyor ve kayıt merkezleri kapatılmak zorunda kalıyor. Ancak, mobil kayıtlar yapılarak yardım faaliyetleri devam ediyor. Suriye'deki ayaklanmalarda şimdiye kadar 24 bin 500 kişi hayatını kaybetti ve Ağustos ayı en kanlı ay oldu.","Birleşmiş Milletler Mülteciler Yüksek Komiserliği (UNHCR), Suriye'de 17 aydır devam eden çatışma nedeniyle komşu ülkelere kaçan kişilerin sayısının 200 bini aştığını bildirdi.",877,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 33}, 'should_replace_conjunctions': {'enabled': False, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Consistency', 'Fluency', 'Coherence']"
"Salvatore Meloni, Sardinya'nın bağımsızlığı için verdiği mücadeleyle tanınan ve 'Malu Entu Cumhuriyeti'ni ilan eden bir aktivistti. Vergi suçlarından 8,5 yıl hapis cezasına çarptırılan Meloni, cezasının ev hapsine çevrilmesi talebinin reddedilmesi üzerine açlık grevine başladı.  Rahatsızlanarak hastaneye kaldırılan ve komaya giren Meloni hayatını kaybetti. Meloni, hapis cezasının Sardinya'nın bağımsızlığı için verdiği mücadeleyi engellemek amacıyla verildiğini savunuyordu. Destekçileri, Meloni'nin ölümünden İtalyan devletini sorumlu tutuyor.
",,"74 yaşındaki Salvatore Meloni, 3 ayrı vergi suçundan dolayı 8 buçuk yıl hapse mahkum edildi. Cezaevinde bulunan Meloni, ev hapsine çevrilme talebinin reddedilmesi üzerine açlık grevine başladı ve geçen hafta rahatsızlanarak hastaneye kaldırıldı. 2 gün komada kalan Meloni, bugün hayatını kaybetti. Meloni, Sardinya'nın bağımsızlığı için mücadele eden bir aktivist olarak biliniyordu ve ölümü bağımsızlık yanlıları tarafından devletin bir cinayeti olarak yorumlandı.",,"İtalya'nın Sardinya Adası'nın bağımsızlığı için çalışan ""Doddore"" Salvatore Melone, vergi suçlarından dolayı hapse atılmasını protesto için yaklaşık 2 aydan bu yana açlık grevi yaparken hayatını kaybetti.",878,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",0,
