gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
"Eksekusi ulama Syiah Nimr al-Nimr oleh Arab Saudi memicu kemarahan di Irak dan Iran.  Kedutaan Saudi di Teheran dijarah dan dibakar, mendorong Arab Saudi, Bahrain, dan Sudan memutuskan hubungan diplomatik dengan Iran.  Kuwait mengecam serangan terhadap kedutaan dan memanggil pulang duta besarnya dari Iran.  Dewan Keamanan PBB mengecam serangan terhadap kedutaan Saudi dan mendesak Iran menghormati kompleks diplomatik.  Ketegangan meningkat antara Arab Saudi Sunni dan Iran Syiah, yang telah mendukung pihak-pihak berbeda dalam konflik regional.
",,"Operasi pencarian dan penyelamatan sedang berlangsung di tambang Soma setelah ledakan dan kebakaran. Beberapa pekerja berhasil diselamatkan, namun jumlah korban jiwa masih belum diketahui. Menteri Energi Turki sedang menuju lokasi untuk melihat langsung operasi penyelamatan. Keselamatan tambang di Turki masih buruk dibandingkan dengan negara-negara maju.",,Kuwait mengumumkan penarikan duta besarnya dari Iran sementara pertikaian kawasan terkait hukuman mati seorang ulama Syiah di Arab Saudi semakin meruncing.,193,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 31}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"Kreditur internasional membutuhkan kohesi politik yang kuat di zona euro. Uni Eropa telah menunjuk Bank Sentral Eropa (ECB) sebagai pengawas bank-bank zona euro mulai 2014. ECB akan mengawasi bank dengan aset di atas 30 miliar euro dan berwenang menutup bank yang melanggar aturan. Kesepakatan ini memungkinkan kucuran dana bantuan untuk bank yang sedang krisis. Namun, masih ada keraguan tentang kerangka hukum untuk langkah selanjutnya, seperti skema garansi deposito dan mekanisme penanganan kebangkrutan bank.","Kreditur internasional membutuhkan kohesi politik yang kuat di zona euro.  Uni Eropa telah menunjuk Bank Sentral Eropa (ECB) sebagai pengawas bank-bank zona euro mulai 2014.  ECB akan mengawasi bank dengan aset di atas 30 miliar euro dan berwenang menutup bank yang melanggar aturan.  Kesepakatan ini memungkinkan kucuran dana bantuan untuk bank yang sedang krisis.  Namun,  masih ada keraguan tentang kerangka hukum untuk langkah selanjutnya, seperti skema garansi deposito dan mekanisme penanganan kebangkrutan bank.
","Faktor genetika lebih berpengaruh terhadap prestasi akademik dibandingkan faktor lingkungan. Penelitian terhadap 11.000 anak kembar di Inggris menunjukkan bahwa faktor gen menjelaskan 58% perbedaan dalam nilai akademik, sementara faktor lingkungan hanya menyumbang 36%. Namun, hasil ini perlu ditinjau lebih lanjut.","Faktor genetika lebih berpengaruh terhadap prestasi akademik dibandingkan faktor lingkungan. Penelitian terhadap 11.000 anak kembar di Inggris menunjukkan bahwa faktor gen menjelaskan 58% perbedaan dalam nilai akademik, sementara faktor lingkungan hanya menyumbang 36%. Namun, hasil ini perlu ditinjau lebih lanjut.","Menteri Keuangan Eropa akhirnya mencapai kesepakatan tentang serikat bank kawasan negara-negara dengan mata uang euro (eurozone banking union) sesaat sebelum digelarnya pertemuan tingkat tinggi Uni Eropa di Brusel, Belgia hari ini.",194,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,['Consistency']
"ISIS, meskipun melemah, masih aktif menggalang dana melalui mata uang digital seperti Monero.  Penggalangan dana ini melibatkan kelompok-kelompok seperti Hamas, al-Qaida, dan ISIS sendiri.  Pemerintah AS telah menyita uang digital senilai Rp29,1 miliar dan menutup ratusan akun, situs, dan laman Facebook terkait.  Penyitaan ini merupakan yang terbesar yang pernah dilakukan pemerintah AS dalam konteks terorisme.  Kelompok-kelompok tersebut menggunakan berbagai platform, termasuk media sosial dan aplikasi Telegram, untuk meminta dan menerima donasi.
","ISIS, meskipun melemah, masih aktif menggalang dana melalui mata uang digital seperti Monero.  Penggalangan dana ini melibatkan kelompok-kelompok seperti Hamas, al-Qaida, dan ISIS sendiri.  Pemerintah AS telah menyita uang digital senilai Rp29,1 miliar dan menutup ratusan akun, situs, dan laman Facebook terkait.  Penyitaan ini merupakan yang terbesar yang pernah dilakukan pemerintah AS dalam konteks terorisme.  Kelompok-kelompok tersebut menggunakan berbagai platform, termasuk media sosial dan aplikasi Telegram, untuk meminta dan menerima donasi.
","BTS, grup musik K-Pop asal Korea Selatan, telah mencapai kesuksesan besar di dunia musik internasional. Seorang aktivis menggambarkan langkah reformasi yang diambil pemerintah Saudi ini sangat berarti, tapi memperingatkan bagian-bagian sistem tersebut masih ada. BTS juga terkenal karena menggunakan media sosial untuk terhubung dengan penggemar dan mengangkat isu-isu sosial. Mereka telah menjual habis tiket di stadion AS, mencetak rekor-rekor baru di Asia, dan menjadi musisi Korea pertama yang berbicara di Sidang Umum PBB. Mereka telah menerima penghargaan Billboard Music dan Twitter.","BTS, grup musik K-Pop asal Korea Selatan, telah mencapai kesuksesan besar di dunia musik internasional. Mereka telah menjual habis tiket di stadion AS, mencetak rekor-rekor baru di Asia, dan menjadi musisi Korea pertama yang berbicara di Sidang Umum PBB. BTS juga terkenal karena menggunakan media sosial untuk terhubung dengan penggemar dan mengangkat isu-isu sosial. Mereka telah menerima penghargaan Billboard Music dan Twitter.",Pemerintah Amerika Serikat mengeklaim telah menggagalkan penggalangan dana sejumlah kelompok militan yang menggunakan mata uang digital atau cryptocurrency.,196,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",1,"['Fluency', 'Relevance']"
"cina melarang impor ayam hidup hong kong karena 21 hari telah virus H7N9. pasar grosir tempat terinfeksi ditemukan akan tutup namun didisinfeksi untuk tiga minggu. semua pada saat pasar tersebut akan dimusnahkan. larang impor dan penutupan pasar tuju cegah penyebaran virus H7N9 sebab kematian di hong kong. Pemerintah Hong Kong dan Cina hingga saat ini sama sekali tidak bergerak dari posisinya dan tetap menggelar pemilihan umum 2017 dengan calon-calon yang ditentukan Beijing. Setelah pembersihan pada hari Senin, 15 Desember, di kawasan Causeway Bay, Kepala Eksekutif Hong Kong, CY Leung, menyatakan 'kegiatan pendudukan yang ilegal sudah berakhir'. Sekelompok pengunjuk rasa sempat menolak untuk meninggalkan tempat dan beberapa orang ditangap. ini tahu menular unggas ke manusia, dan cina tingkat pengawasan untuk melindungi sehat masyarakat.","Hong Kong melarang impor ayam hidup dari Cina selama tiga minggu setelah ditemukannya virus H7N9.  Pasar grosir tempat ayam terinfeksi ditemukan akan ditutup dan didisinfeksi selama 21 hari.  Semua ayam di pasar tersebut akan dimusnahkan.  Larangan impor dan penutupan pasar bertujuan mencegah penyebaran virus H7N9 yang telah menyebabkan kematian di Cina.  Virus ini diketahui menular dari unggas ke manusia, dan Hong Kong meningkatkan pengawasan untuk melindungi kesehatan masyarakat.
",Penerbit surat kabar di Prancis meminta pemerintah untuk menerapkan peraturan yang akan membatasi Google dalam menerima pemasukan iklan dari pencarian berita. Mereka mengklaim bahwa hal ini akan merugikan industri media Prancis. Pemerintah Prancis juga mendukung ide ini.,Penerbit surat kabar di Prancis meminta pemerintah untuk menerapkan peraturan yang akan membatasi Google dalam menerima pemasukan iklan dari pencarian berita. Mereka mengklaim bahwa hal ini akan merugikan industri media Prancis. Pemerintah Prancis juga mendukung ide ini.,Hong Kong telah mulai pemusnahan 20.000 ekor ayam menyusul ditemukannya virus flu burung H7N9 pada unggas yang diimpor dari Cina daratan.,197,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 37}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",2,"['Relevance', 'Consistency', 'Coherence']"
"Polisi Cina menggerebek Desa Boshe di Provinsi Guangdong dan menyita tiga ton narkoba serta menangkap 182 orang.  Produksi narkoba di desa tersebut, yang melibatkan jaringan keluarga, diperkirakan memasok sepertiga pil ekstasi di Cina.  Kepala desa dan kepala polisi setempat diduga terlibat dan telah ditangkap.  Sebelumnya, penduduk desa sering menghalangi razia dengan memblokir jalan masuk desa.  Operasi skala besar yang menyasar satu desa ini dianggap tidak biasa.
","Polisi Cina menggerebek Desa Boshe di Provinsi Guangdong dan menyita tiga ton narkoba serta menangkap 182 orang.  Produksi narkoba di desa tersebut, yang melibatkan jaringan keluarga, diperkirakan memasok sepertiga pil ekstasi di Cina.  Kepala desa dan kepala polisi setempat diduga terlibat dan telah ditangkap.  Sebelumnya, penduduk desa sering menghalangi razia dengan memblokir jalan masuk desa.  Operasi skala besar yang menyasar satu desa ini dianggap tidak biasa.
","Mantan punggawa Manchester United itu menggenapkan rekornya saat mencetak dua gol ketika membawa Los Blancos melumat Real Sociedad 5-1, Sabtu (24/3). mcaleese serta konferensi voices of faith desak vatikan beri peran lebih kepada perempuan dalam tata kelola layan gereja. Jumlah gol ini membuat CR7 kini bersama Lionel Messi menempati posisi el pichichi atau pencetak gol terbanyak La Liga. bekas presiden irlandia, paus, sebut fransiskus entitas benci perempuan. mary mcaleese gereja katolik roma tolak hadir konferensi sebut.","Bekas Presiden Irlandia, Mary McAleese, menyebut Gereja Katolik Roma sebagai entitas yang membenci perempuan. McAleese dan peserta konferensi Voices of Faith mendesak Vatikan memberikan peran lebih kepada perempuan dalam tata kelola dan pelayanan gereja. Paus Fransiskus menolak menghadiri konferensi tersebut.",Sekitar 3.000 polisi Cina dengan dukungan kapal cepat dan helikopter menggerebek desa di bagian selatan yang dikatakan sebagai pusat produksi pil ekstasi.,198,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 48}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Coherence', 'Consistency', 'Relevance', 'Fluency']"
"Fabio Capello, pelatih Timnas Rusia, dikabarkan akan melatih Tottenham Hotspur.  Graham, mantan pemain Tottenham, meragukan Capello cocok untuk Spurs karena kepribadiannya yang keras.  Kehadiran Capello saat Tottenham dibantai Liverpool dan kedekatannya dengan Direktur Teknik Spurs, Franco Baldini, memicu spekulasi tersebut.  Glenn Hoddle juga menyatakan minatnya untuk kembali melatih Spurs.  Capello dianggap sudah melewati masa kejayaannya.
",,"Souleymane, seorang pria keturunan Mauritania yang tinggal di Paris, didorong dua kali oleh sekelompok orang di kereta. Mereka menyanyikan lirik rasis. Rekaman video ini menjadi viral dan mendapat perhatian dari Perdana Menteri Inggris dan UEFA. Kepolisian Prancis dan Inggris akan menyelidiki kasus ini.",,"Mantan manajer Tottenham Hotspur, George Graham, meragukan kelayakan Fabio Capello untuk menggantikan Andre Villas-Boas yang dipecat.",199,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 34}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",0,
"Kondisi Presiden Trump dilaporkan stabil dan merespon pengobatan COVID-19 dengan sangat baik.  Trump berencana kembali berkampanye di akhir pekan dan mungkin menjalani tes COVID-19 kembali.  Debat presiden kedua yang seharusnya berlangsung secara virtual memicu perselisihan antara kedua kubu, dan Trump menolak berpartisipasi.  Tim kampanye Biden mengusulkan debat ketiga pada 22 Oktober, sementara Trump menginginkan debat tatap muka tambahan.  Jajak pendapat menunjukkan Biden unggul sementara pemungutan suara awal telah dimulai.
","Kondisi Presiden Trump dilaporkan stabil dan merespon pengobatan COVID-19 dengan sangat baik.  Trump berencana kembali berkampanye di akhir pekan dan mungkin menjalani tes COVID-19 kembali.  Debat presiden kedua yang seharusnya berlangsung secara virtual memicu perselisihan antara kedua kubu, dan Trump menolak berpartisipasi.  Tim kampanye Biden mengusulkan debat ketiga pada 22 Oktober, sementara Trump menginginkan debat tatap muka tambahan.  Jajak pendapat menunjukkan Biden unggul sementara pemungutan suara awal telah dimulai.
","Beijing, Stockholm, Krakow, Oslo, Almaty, dan Lviv mengajukan diri menjadi tuan rumah Olimpiade musim dingin 2022. Kota pemenang akan diumumkan pada 2015.","Beijing, Stockholm, Krakow, Oslo, Almaty, dan Lviv mengajukan diri menjadi tuan rumah Olimpiade musim dingin 2022. Kota pemenang akan diumumkan pada 2015.","Presiden AS Donald Trump telah menyelesaikan perawatan Covid-19 dan dapat kembali ke pertemuan publik akhir pekan ini, menurut dokter kepresidenan.",201,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,['Consistency']
"Keluarga penumpang MH370 menawarkan hadiah Rp50 miliar untuk informasi terkait hilangnya pesawat tersebut.  MH370, dalam perjalanan dari Kuala Lumpur ke Beijing, hilang pada 8 Maret.  Upaya pencarian internasional besar-besaran, termasuk pencarian dasar laut dan analisis data satelit, belum membuahkan hasil.  Pesawat yang membawa 239 orang itu diyakini jatuh di Samudra Hindia.  Keluarga berharap hadiah tersebut dapat mengungkap informasi baru tentang tragedi ini.
","Keluarga penumpang MH370 menawarkan hadiah Rp50 miliar untuk informasi terkait hilangnya pesawat tersebut.  MH370, dalam perjalanan dari Kuala Lumpur ke Beijing, hilang pada 8 Maret.  Upaya pencarian internasional besar-besaran, termasuk pencarian dasar laut dan analisis data satelit, belum membuahkan hasil.  Pesawat yang membawa 239 orang itu diyakini jatuh di Samudra Hindia.  Keluarga berharap hadiah tersebut dapat mengungkap informasi baru tentang tragedi ini.
","Sebelumnya, komitmen antikorupsi Jokowi dipertanyakan sejumlah pegiat anti korupsi setelah disahkannya UU KPK baru yang dianggap dapat melemahkan KPK. Presiden Rouhani akan berbicara dengan sekutu dan penandatangan lain dari kesepakatan nuklir Iran 2015 sebelum mengambil tindakan terkait keputusan Presiden Trump untuk mundur dari kesepakatan tersebut. Iran siap memulai pengayaan uranium jika kesepakatan tidak dipertahankan. Kita semua sebagai masyarakat harus mulai memberikan perhatian pada fenomena ini,"" ujar Yuris.",Presiden Rouhani akan berbicara dengan sekutu dan penandatangan lain dari kesepakatan nuklir Iran 2015 sebelum mengambil tindakan terkait keputusan Presiden Trump untuk mundur dari kesepakatan tersebut. Iran siap memulai pengayaan uranium jika kesepakatan tidak dipertahankan.,Keluarga penumpang pesawat Malaysia yang hilang meluncurkan kampanye pengumpulan dana untuk mendapatkan informasi tentang penerbangan MH370.,203,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,['Relevance']
"Ita Purnamasari kembali dengan album religi berjudul ""Spiritual Journey"" berisi delapan lagu Islami jelang Ramadhan.  Album ini diproduseri oleh suaminya, Dwiki Dharmawan, dan merupakan album religi pertama Ita setelah sekian lama.  Pengamat musik Bens Leo mencatat tren lagu religi Islami yang meningkat, terutama menjelang Ramadhan.  Salah satu lagu Ita, ""Taubat"",  menyampaikan pesan moral tentang pertobatan, termasuk pesan anti-pembajakan.  Selain fokus pada album ini, Ita juga aktif dalam kegiatan bermusik di luar negeri bersama Dwiki.
",,Barack Obama menghadapi tantangan berat di masa jabatan keduanya sebagai presiden AS. Pengambilan sumpah dilakukan di Gedung Putih dengan kehadiran keluarga dan wartawan. Obama dan Joe Biden akan mengulang sumpah mereka di hadapan publik pada acara inagurasi. Masa jabatan kedua Obama diprediksi akan penuh perjuangan.,,"Menjelang Ramadan, sejumlah musisi seperti berlomba membuat lagu-lagu bernafaskan agama. Salah satunya adalah penyanyi kenamaan, Ita Purnamasari.",205,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"Tiga anggota Pasukan Pengamanan Presiden AS diskors karena mabuk di sebuah hotel di Amsterdam, sehari sebelum kedatangan Presiden Obama.  Salah satu anggota ditemukan pingsan di lorong hotel.  Juru bicara Dinas Pengamanan Presiden AS menyatakan keamanan presiden tidak terganggu.  Insiden ini terjadi saat Pasukan Pengamanan Presiden sedang berusaha memperbaiki reputasinya setelah beberapa skandal sebelumnya, termasuk kasus pelecehan seksual dan prostitusi.  Presiden Obama telah menunjuk direktur wanita pertama untuk dinas tersebut pada tahun lalu.
","Tiga anggota Pasukan Pengamanan Presiden AS diskors karena mabuk di sebuah hotel di Amsterdam, sehari sebelum kedatangan Presiden Obama.  Salah satu anggota ditemukan pingsan di lorong hotel.  Juru bicara Dinas Pengamanan Presiden AS menyatakan keamanan presiden tidak terganggu.  Insiden ini terjadi saat Pasukan Pengamanan Presiden sedang berusaha memperbaiki reputasinya setelah beberapa skandal sebelumnya, termasuk kasus pelecehan seksual dan prostitusi.  Presiden Obama telah menunjuk direktur wanita pertama untuk dinas tersebut pada tahun lalu.
","bbc indonesia bicara dengan warga cina indonesia tentang vonis Ahok. banyak rasa hilang harap dan pesimistis. meski demikian, ada harap bahwa vonis ini akan buat minoritas makin berani suara. warga cina indonesia tidak takut politik, tetapi vonis ini kecil harap mereka.","BBC Indonesia berbicara dengan warga Cina Indonesia tentang vonis Ahok. Banyak yang merasa kehilangan harapan dan pesimistis. Meskipun demikian, ada yang berharap bahwa vonis ini akan membuat minoritas semakin berani bersuara. Warga Cina Indonesia tidak takut untuk berpolitik, tetapi vonis ini mengecilkan harapan mereka.",Tiga anggota pasukan pengamanan presiden Amerika Serikat yang ditugaskan untuk melindungi Presiden Barack Obama di Belanda kini dirumahkan karena alasan kedisiplinan.,206,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 39}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,['Coherence']
"Ketua Asosiasi analisis Efek indonesia, haryajid ramelan, prediksi tren bursa akhir bulan Agustus. Leicester City merebut juara Liga Primer walau awalnya peluang mereka hanya 5.000:1. kuat rupiah sebab kestabilan politik pasca menjadi faktor bagi perdagangan. Baik prabowo maupun jokowi memiliki komitmen sama hadap bangun infrastruktur. kpu mengumumkan hasil resmi selagi 22 juli. asosiasi usaha tambang Mineral indonesia harap baru dapat cipta kepastian hukum dalam investasi. Adapun pawai perayaan dengan bus terbuka membawa para pemain dan piala untuk berkeliling kota baru akan digelar pada Senin 16 Mei, sehari setelah pertandingan terakhir Liga Primer dan Leicester bertandang ke kandang Chelsea.","Ketua Asosiasi Analisis Efek Indonesia, Haryajid Ramelan, memprediksi tren positif bursa saham akan berakhir di bulan Agustus.  Penguatan rupiah dan kestabilan politik pasca pemilu presiden menjadi faktor positif bagi perdagangan.  Baik Prabowo maupun Jokowi memiliki komitmen yang sama terhadap pembangunan infrastruktur.  Asosiasi Pengusaha Pertambangan Mineral Indonesia berharap presiden baru dapat menciptakan kepastian hukum dalam investasi.  KPU akan mengumumkan hasil resmi pemilu presiden pada 22 Juli.
",Lester Shum dan banyak tokoh oposisi Hong Kong lainnya ditangkap karena terlibat dalam pemilihan pendahuluan yang tidak resmi. Penangkapan ini merupakan tindakan keras pemerintah yang mengkonfirmasi ketakutan akan undang-undang keamanan yang kontroversial. Reaksi internasional terhadap penangkapan ini sangat kritis.,Lester Shum dan banyak tokoh oposisi Hong Kong lainnya ditangkap karena terlibat dalam pemilihan pendahuluan yang tidak resmi. Penangkapan ini merupakan tindakan keras pemerintah yang mengkonfirmasi ketakutan akan undang-undang keamanan yang kontroversial. Reaksi internasional terhadap penangkapan ini sangat kritis.,"Bursa saham di Indonesia bereaksi positif sehari setelah pemilu presiden, namun pemerintahan yang akan datang masih harus menghadapi berbagai tantangan.",208,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 33}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Fluency', 'Coherence', 'Relevance']"
"natal, jatuh 23 november, tawar besar lama 24 jam dengan tarik beli hadiah Natal. Istilah ""Black friday"" awal rujuk kondisi lalu lintas padat akibat banyaknya orang belanja, kemudian kait dengan demikian keuntungan retailer ""masuk hitam"". tradisi ini dimulai ketika amerika serikat telah thanksgiving bahwa tanda awal musim black friday. toko memberikan besar-besaran dan seringkali antre panjang jadi. natal sering lanjut hingga cyber monday.","Black Friday, yang jatuh pada 23 November, menawarkan diskon besar-besaran selama 24 jam untuk menarik pembeli hadiah Natal.  Istilah ""Black Friday"" awalnya merujuk pada kondisi lalu lintas padat akibat banyaknya orang berbelanja, kemudian dikaitkan dengan keuntungan retailer yang ""masuk ke hitam"".  Toko-toko memberikan diskon besar-besaran dan seringkali antrean panjang terjadi.  Tradisi ini dimulai di Amerika Serikat setelah Thanksgiving dan menandai awal musim belanja Natal.  Diskon Black Friday sering berlanjut hingga Cyber Monday.
","Luiz Gustavo dibeli oleh Wolfsburg dari Bayern dengan harga 20 juta euro. Arsenal tertarik mendatangkan Gustavo, tetapi Wolfsburg mengajukan tawaran yang lebih tinggi. Arsenal juga mengincar pemain lain seperti Lars Bender dan Etienne Capoue, tetapi belum berhasil mendapatkan mereka. Arsenal hanya berhasil mendapatkan Yaya Sanogo secara cuma-cuma.","Luiz Gustavo dibeli oleh Wolfsburg dari Bayern dengan harga 20 juta euro. Arsenal tertarik mendatangkan Gustavo, tetapi Wolfsburg mengajukan tawaran yang lebih tinggi. Arsenal juga mengincar pemain lain seperti Lars Bender dan Etienne Capoue, tetapi belum berhasil mendapatkan mereka. Arsenal hanya berhasil mendapatkan Yaya Sanogo secara cuma-cuma.","Fenomena belanja saat diskon besar pada hari yang dinamakan Black Friday atau Jumat Hitam, yang menyebar dari Amerika Serikat ke negara-negara lain termasuk Inggris.",209,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 49}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Fluency', 'Consistency', 'Coherence']"
"Rusia, ukraina, as, seperti Uni eropa sepakat meredakan krisis ukraina timur. sepakat tersebut capai jenewa pada mencakup bubar kelompok militer ilegal, kosong gedung perintah yang diduduki, sambil amnesti bagi pengunjuk rasa. Presiden Obama nyata ada konsekuensi lebih lanjut supaya situasi tidak membaik. Rusia membantah kirim pasuk ke Ukraina, meski AS sebab uni Eropa telah jatuh sanksi. Implementasi sepakat dipantau oleh OSCE.","Rusia, Ukraina, AS, dan Uni Eropa sepakat untuk meredakan krisis di Ukraina timur.  Kesepakatan tersebut dicapai di Jenewa dan mencakup pembubaran kelompok militer ilegal, pengosongan gedung pemerintah yang diduduki, dan amnesti bagi pengunjuk rasa.  Rusia membantah akan mengirim pasukan ke Ukraina, meskipun AS dan Uni Eropa telah menjatuhkan sanksi.  Presiden Obama menyatakan akan ada konsekuensi lebih lanjut jika situasi tidak membaik.  Implementasi kesepakatan akan dipantau oleh OSCE.
",Protes di Brasil terjadi karena kenaikan harga tarif transportasi dan juga sebagai bentuk ketidakpuasan terhadap korupsi dan pengeluaran pemerintah untuk Piala Dunia. Presiden membatalkan kunjungan ke Jepang karena situasi yang genting. Protes ini telah meluas menjadi gerakan yang lebih luas.,Protes di Brasil terjadi karena kenaikan harga tarif transportasi dan juga sebagai bentuk ketidakpuasan terhadap korupsi dan pengeluaran pemerintah untuk Piala Dunia. Presiden membatalkan kunjungan ke Jepang karena situasi yang genting. Protes ini telah meluas menjadi gerakan yang lebih luas.,"Presiden AS Barack Obama menyebutkan perjanjian itu menjanjikan, tetapi masih menyisakan pertanyaan apakah Rusia akan menggunakan pengaruhnya untuk memulihkan keamanan di Ukraina.",211,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Fluency', 'Consistency', 'Coherence']"
