q_idx,label,gpt_prediction,gemini_prediction
122,"Pese a la alarma generada por algunos usuarios de redes sociales, ningún asteroide chocará contra la Tierra este viernes.","El asteroide 2018 CB pasará cerca de la Tierra, pero no representa ningún riesgo de impacto. Aunque fue clasificado como ""potencialmente peligroso"" por la NASA, su trayectoria hace que el riesgo sea nulo. El asteroide, de hasta 40 metros de diámetro, pudo ser observado desde la Tierra, pero su cercanía es de 64.000 kilómetros, mucho más lejos que la Luna. Este tipo de asteroides se acercan a nuestro planeta una o dos veces al año.","El asteroide 2018 CB, de hasta 40 metros de diámetro, pasó cerca de la Tierra a una distancia segura de 64.000 kilómetros.  Aunque la NASA lo clasificó como ""potencialmente peligroso"",  no representó un riesgo de impacto.  Este asteroide, descubierto recientemente, es relativamente pequeño pero similar en tamaño al que entró en la atmósfera rusa en 2013.  Asteroides de este tamaño se acercan a la Tierra aproximadamente una o dos veces al año.
"
124,Miles de venezolanos en distintas ciudades salieron a marchar este jueves para conmemorar un año del comienzo de las protestas masivas en contra del gobierno de Nicolás Maduro.,"En Táchira y Caracas se produjeron enfrentamientos durante las manifestaciones. En Táchira hubo ocho heridos y en Caracas hubo al menos 10 detenidos. Además, se llevó a cabo una marcha del oficialismo en Caracas para conmemorar el Día de la Juventud. El presidente Nicolás Maduro afirmó que se estaba preparando un golpe de Estado y culpó a la oposición y al ""imperialismo"" de la crisis económica del país. Aunque algunos opositores creen que las protestas fortalecieron al oficialismo, otros consideran que las elecciones parlamentarias son una forma más efectiva de buscar un cambio.","En Táchira y Caracas se produjeron enfrentamientos entre manifestantes y fuerzas de seguridad, dejando heridos y detenidos.  El gobierno realizó una marcha oficialista en Caracas para conmemorar el Día de la Juventud.  El presidente Maduro denunció un intento de golpe de Estado y culpó a la oposición y al ""imperialismo"" por la crisis económica.  Mientras algunos opositores creen que las protestas son necesarias, otros prefieren enfocarse en las elecciones parlamentarias.  Estas protestas ocurren un año después de las manifestaciones de 2014, que dejaron muertos, heridos y detenidos.
"
132,"El príncipe William y el naturalista británico David Attenborough unieron fuerzas para lanzar lo que esperan se convierta en el ""Premio Nobel de Medioambiente"".","El Earthshot Prize es una iniciativa que busca soluciones innovadoras para los problemas ambientales más graves del planeta. Se entregarán cinco premios de US$1,3 millones cada año durante una década. El objetivo es encontrar nuevas soluciones que tengan un impacto positivo en el cambio ambiental y en mejorar el estándar de vida en todo el mundo. Cualquier persona puede participar, desde comunidades hasta gobiernos y corporaciones. Las candidaturas se podrán presentar a partir del 1 de noviembre de 2020.","El Earthshot Prize busca 50 soluciones innovadoras para los problemas ambientales más graves del planeta para 2030.  Ofrecerá cinco premios anuales de US$1,3 millones durante una década,  convirtiéndose en el mayor premio ambiental de la historia.  El objetivo es impulsar ideas que mejoren el estándar de vida global, especialmente en comunidades vulnerables al cambio climático.  La iniciativa está abierta a la participación global, desde individuos hasta corporaciones y gobiernos.  El príncipe William busca con este premio  dejar un planeta mejor para las futuras generaciones.
"
135,"Rusia acusó a Estados Unidos de intentar destruir lo que describió como la ""carcaza de cooperación"" entre los dos países, después de que el Congreso de Estados Unidos aprobara sanciones adicionales contra Rusia.","Sergei Lavrov, ministro de Relaciones Exteriores de Rusia, criticó a Washington por sus prejuicios anticuados sobre Rusia. Se aprobó un paquete de sanciones que incluye el envío de asistencia militar a Ucrania. El ministro de defensa de Ucrania pidió duplicar el presupuesto militar para contrarrestar a los separatistas prorrusos. La OTAN se ha mostrado reacia a entregar armas a Ucrania. El presidente Obama duda de la necesidad de imponer más sanciones a Rusia sin la participación de la Unión Europea.","Sergei Lavrov, ministro de Relaciones Exteriores ruso, criticó la postura de Washington hacia Rusia.  Rusia considera que las nuevas sanciones de Estados Unidos, que incluyen asistencia militar a Ucrania, están basadas en fobias anticuadas.  El ministro de defensa ucraniano, Stepan Poltorak, solicitó duplicar el presupuesto militar para combatir a los separatistas prorrusos.  La OTAN aún no ha decidido si proporcionará armas a Ucrania. El presidente Obama se muestra indeciso sobre imponer más sanciones a Rusia sin la participación de la Unión Europea.
"
138,Millones de comentarios y enlaces compartidos en Facebook. Entre seis y ocho mil fotos por minuto sacadas dentro de los estadios y publicadas en las redes sociales. El tráfico de datos de este Mundial marcó un récord entre todas las competiciones anteriores. Es el Mundial de las redes sociales.,"La Copa del Mundo generó muchos memes y videos virales en las redes sociales. Algunos de los videos destacados incluyen a Cristiano Ronaldo abrazando a un niño antes de un partido, unas chicas argentinas confundiendo los gritos de los brasileños con el nombre de Messi, el gesto del árbitro en el partido de España contra Chile, una niña llorando por la ausencia de Neymar y Javier Mascherano animando a Sergio Romero en los penales. También se acusó a Messi de no darle la mano a un niño, pero en el video se ve que no se dio cuenta de su presencia.","El Mundial de Fútbol generó numerosos videos virales en redes sociales.  Un video muestra la emotiva interacción entre Cristiano Ronaldo y un niño. Otro muestra la confusión de unas argentinas que creyeron escuchar gritos a favor de Messi.  También se viralizó el gesto de un árbitro ignorado por un empleado de la FIFA. La lesión de Neymar provocó el llanto de una pequeña niña. Finalmente, se aclaró la polémica sobre Messi y un niño, demostrando que el jugador no lo vio.
"
139,"Cada semana, la revista BBC Focus resuelve algunas dudas de sus lectores. A continuación, una selección de respuestas para curiosos.","Desde la superficie de Saturno, los anillos serían casi invisibles desde el ecuador, pero desde cualquier otro punto del planeta se verían como un espectacular arco blanco en el cielo. El encanecimiento del cabello se debe a una reducción de melanina en el pelo, que se produce a medida que las personas envejecen. El número Pi es infinito y no puede ser representado como una fracción, según demostró el matemático Johann Lambert. Los peces no pueden resfriarse debido a que el virus del resfriado común no puede sobrevivir en su sangre fría.","Desde una posición hipotética sobre las nubes de Saturno, el cielo se vería azul en el norte y amarillo en el sur.  Los anillos de Saturno serían casi invisibles desde el ecuador, pero se verían como un arco blanco desde otras latitudes.  Cuanto más lejos del ecuador, más grueso parecería el arco.  El texto también aborda temas sobre el encanecimiento del cabello, el número Pi, y si los peces pueden resfriarse.  Estos temas no están relacionados con la vista desde Saturno.
"
142,"El príncipe Harry devolvió el dinero de la renovación de su residencia junto al castillo de Windsor, tal y como había prometido al dejar sus deberes dentro de la Casa Real británica.","Harry y Meghan anunciaron en enero que dejaban la familia real. El costo de la renovación de su residencia, Frogmore Cottage, fue cubierto con dinero de los contribuyentes, pero prometieron devolverlo. El príncipe Harry confirmó que ya pagaron la cuenta de restauración en su totalidad. El Sovereign Grant es el dinero que el gobierno le da a la Reina para financiar la Casa Real. Harry y Meghan acordaron devolver el dinero de la restauración como parte de sus planes al renunciar como miembros de la realeza. Ahora viven en Estados Unidos y firmaron un contrato con Netflix.","Harry y Meghan devolvieron el dinero utilizado para renovar Frogmore Cottage, su residencia en el Reino Unido.  El costo de la renovación, superior a US$3 millones, fue cubierto inicialmente con fondos públicos.  La pareja se comprometió a reembolsar el dinero tras su renuncia a la familia real en enero de 2020. Frogmore Cottage, propiedad de la Reina, seguirá siendo su hogar en el Reino Unido.  Ahora residen en Estados Unidos y tienen un contrato con Netflix.
"
151,"¿Ahora sí se pasó de la raya Donald Trump? A juzgar por el comentario de Erick Erickson, el poderoso activista conservador y organizador del evento RedState en Atlanta, Estados Unidos, el magnate ahora sí fue demasiado lejos.","Trump hizo comentarios despectivos sobre la moderadora del debate de Fox News, Megyn Kelly, insinuando que ella estaba menstruando. Esto llevó a que se le retirara la invitación a Trump para participar en un importante foro conservador. Durante el debate, Kelly le preguntó a Trump sobre sus comentarios ofensivos hacia las mujeres. Trump negó que sus comentarios fueran sobre la menstruación de Kelly y afirmó que no tiene tiempo para la corrección política. A pesar de las críticas, Trump se negó a disculparse por sus comentarios.","Donald Trump hizo un comentario controversial sobre la moderadora Megyn Kelly después del debate republicano en Fox News.  Erick Erickson, de RedState, retiró la invitación de Trump a un importante foro conservador debido a estos comentarios. Trump sugirió que la dureza de Kelly se debía a su menstruación. La campaña de Trump lo negó y lo atribuyó a la ""corrección política"".  Erickson declaró que la decisión se basó en la decencia, no en la corrección política.
"
156,"Encontrar un propósito de vida en el trabajo es un mantra contemporáneo. María de Fátima Superti Dalla Colletta, de 57 años, había encontrado el suyo.","Amar lo que hacemos puede llevarnos a ser explotados en el trabajo. Muchas veces, las personas que sienten pasión por su empleo realizan tareas adicionales sin recibir una compensación justa. Esto se debe a la creencia de que el trabajo en sí mismo es una recompensa. Sin embargo, esta explotación de la pasión puede llevar a peores condiciones laborales. Es importante prestar atención a estas prácticas abusivas y buscar empleadores que valoren y respeten el trabajo de sus empleados.","El amor al trabajo puede ser contraproducente, llevando a la explotación laboral.  María de Fátima, enfermera, se sobrecargó con tareas extra sin remuneración adicional,  un fenómeno común en profesiones asociadas al cuidado.  Estudios demuestran que la pasión por el trabajo puede ""cegar"" a las personas,  haciéndolas aceptar condiciones abusivas.  Esta ""explotación de la pasión"" se normaliza cuando se asume que el trabajo en sí es la recompensa.
"
158,Una investigación de la BBC obtuvo evidencia que detalla lo que ocurrió con los US$10 millones que fueron enviados de la FIFA a cuentas controladas por el ex vicepresidente de la organización Jack Warner.,"La BBC ha obtenido documentos que revelan que Jack Warner, ex vicepresidente de la FIFA, utilizó pagos destinados al programa de legado de Sudáfrica en el Caribe para retirar efectivo, préstamos personales y lavado de dinero. Los documentos detallan tres transferencias electrónicas de la FIFA a cuentas controladas por Warner, en las cuales se recibieron un total de US$10 millones. Parte del dinero fue utilizado para pagar a supermercados y para tarjetas de crédito y préstamos personales de Warner. Warner, quien enfrenta cargos de corrupción, niega todas las acusaciones en su contra.","Jack Warner, ex vicepresidente de la FIFA, recibió US$10 millones de la FIFA destinados al desarrollo del fútbol caribeño.  Documentos muestran que Warner utilizó los fondos para gastos personales, incluyendo retiros de efectivo, pagos de tarjetas de crédito y préstamos.  El dinero, proveniente de Sudáfrica, debía ser para un programa de legado en el Caribe.  El ministro de Deportes de Trinidad y Tobago exige que Warner enfrente la justicia por estas acusaciones. Warner niega las acusaciones y amenaza con revelar secretos de la FIFA.
"
168,"Si no puedes destapar frascos, se te caen las cosas de las manos y te cuesta desabrochar botones, este artículo podría ser para ti.","El doctor Philip Conaghan, experto en medicina músculo esquelética, advierte que tener músculos débiles pone en peligro las articulaciones. Recomienda fortalecer los músculos de las manos y las piernas, especialmente para quienes sufren de artritis. Propone ejercicios como apretar una pelota de goma para fortalecer la mano y levantar la pierna para fortalecer los músculos del muslo. También sugiere hacer ejercicios para fortalecer los músculos de la espalda y los abdominales para prevenir lesiones. Practicar pilates y acudir al fisioterapeuta son opciones beneficiosas.","El texto describe ejercicios para fortalecer músculos y prevenir dolor articular, especialmente en manos y rodillas.  La debilidad muscular dificulta actividades cotidianas como levantarse del sofá y pone en riesgo las articulaciones.  Los ejercicios incluyen apretar una pelota para fortalecer las manos y levantar las piernas para fortalecer cuádriceps y prevenir dolor de rodilla.  Se recomienda realizar los ejercicios a diario, aumentando gradualmente la dificultad y las repeticiones.  Para dolores recurrentes, se aconseja consultar a un fisioterapeuta o médico.
"
176,"Aunque la información inicial indicaba 280 pasajeros y 15 tripulantes a bordo del Boeing 777 de Malaysia Airlines que se estrelló en Ucrania cuando viajaba de Holanda a Kuala Lumpur, lo cierto es que en el accidente se perdieron 298 vidas: había tres bebés.","El vuelo MH17 de Malaysia Airlines se estrelló en Ucrania, causando la muerte de 298 personas. Se especula que el avión fue derribado por un misil. Más de la mitad de las víctimas eran holandesas, seguidas por australianos, malasios, indonesios y británicos. Varios de los pasajeros eran científicos e investigadores que iban a una conferencia sobre el sida en Australia. Holanda fue el país más afectado, declarando un día de luto nacional. Los familiares de las víctimas fueron llevados a un lugar apartado del aeropuerto.","El vuelo MH17 de Malaysia Airlines se estrelló, cobrando la vida de todos a bordo, incluyendo un gran número de holandeses que viajaban a la Conferencia Internacional sobre el Sida en Melbourne.  Entre las víctimas se encontraba Joep Lange, expresidente de la Sociedad Internacional del Sida.  Holanda declaró luto nacional por la tragedia, siendo el país con mayor número de víctimas (154).  El rey y el primer ministro holandeses expresaron sus condolencias.  Aún se investigan las causas del accidente, con especulaciones sobre un posible derribo por misil.
"
177,La crisis política y social en la que está inmersa Chile desde que el pasado mes de octubre tiene ya consecuencias cuantificables en los datos económicos.,"El gobierno de Chile ha anunciado un plan de estímulo económico de US$5.500 millones para contrarrestar la contracción económica causada por las protestas y la violencia en el país. El plan incluye medidas como un bono de ayuda familiar para las familias más vulnerables, protección al empleo y apoyo a las pequeñas empresas. Además, se destinarán fondos a la inversión pública para la reconstrucción de infraestructuras dañadas. Sin embargo, los expertos advierten que el impacto de estas medidas podría ser limitado si no se controla la violencia en el país.","Chile's economy contracted sharply in October, prompting a $5.5 billion stimulus plan from the government.  The plan includes aid for families, small businesses, and job protection, as well as public investment projects.  The social aid package will provide up to US$124 to 1.3 million vulnerable families.  The government aims to mitigate the economic fallout from ongoing protests and social unrest, which have led to widespread job losses and damage to infrastructure.  Experts have expressed concern about the plan's effectiveness given the ongoing instability.
"
181,"Al menos 38 personas murieron este lunes en choques entre tropas del gobierno de Libia y combatientes islamistas en la ciudad de Bengazi, en el este del país, informaron fuentes oficiales.","En Trípoli, la capital de Libia, se han registrado combates que han dejado 97 muertos y 404 heridos. Un incendio masivo se desató después de que un cohete alcanzara un tanque de gasolina de más de 6 millones de litros. El gobierno interino de Libia ha solicitado un alto el fuego y asistencia internacional para controlar las llamas. Residentes en Bengazi también reportaron intensos combates en la ciudad. En 2012, en ese mismo lugar, murieron el embajador estadounidense Christopher Stevens y otros tres estadounidenses durante un ataque al consulado de EE.UU.","Intensos combates cerca del aeropuerto de Trípoli, Libia, dejaron un saldo de 97 muertos y 404 heridos.  Un cohete impactó un tanque de gasolina con más de 6 millones de litros, provocando un incendio masivo.  El gobierno interino solicitó un alto al fuego para facilitar las labores de extinción y pidió ayuda internacional para controlar las llamas.  Existe el riesgo de que el incendio se propague hasta 5 kilómetros a la redonda si no se contiene.  Residentes de Bengazi describieron los combates como los más intensos en meses.
"
186,Este 11 de marzo de 2021 se cumplen 10 años de la tragedia que conmocionó a Japón y al mundo.,"Un terremoto, tsunami y accidente nuclear en Fukushima causaron la muerte de casi 20.000 personas. Los habitantes tuvieron que abandonar sus hogares debido a la radiación emitida por la central nuclear de Daiichi. Muchas viviendas fueron destruidas por las olas del tsunami. Un documental de la BBC revive los momentos dramáticos y recopila testimonios de los afectados.","El 11 de marzo, un terremoto y posterior tsunami devastaron Fukushima, Japón, causando casi 20,000 muertes.  El tsunami, con olas de hasta 17 metros, destruyó hogares y el terremoto provocó un grave accidente nuclear en la central Daiichi.  Los habitantes se vieron obligados a evacuar debido a la radiación.  Un documental de la BBC recoge testimonios de los afectados y analiza las lecciones aprendidas del desastre.  El documental explora cómo se podría haber evitado la tragedia.
"
187,"La cantante colombiana Shakira se ha convertido en la primera persona en lograr más de 100 millones de ""me gusta"" en Facebook.","Shakira agradeció a sus seguidores por alcanzar los cien millones de amigos en Facebook. Colgó un video de agradecimiento en su página de la red social y expresó su sorpresa por este logro. Además, una foto que compartió antes de su actuación en la clausura del Mundial de fútbol de Brasil se convirtió en el post más popular de la historia de Facebook, recibiendo cerca de 3,5 millones de ""me gusta"" en solo cuatro días.","Shakira agradeció a sus cien millones de seguidores en Facebook a través de un video.  Expresó su sorpresa y gratitud por el apoyo y cariño recibido.  Su popularidad en la red social se disparó tras el Mundial de Brasil. Una foto suya previa a la clausura del evento se convirtió en la publicación más popular de la historia de Facebook.  La imagen acumuló 3.5 millones de ""me gusta"" en tan solo cuatro días.
"
189,"La decisión del nuevo presidente de la Asamblea Nacional de Venezuela (AN), el opositor Henry Ramos Allup, de que se retiren de la sede parlamentaria las imágenes del fallecido mandatario Hugo Chávez causó la indignación del actual presidente venezolano, Nicolás Maduro.","Durante el anuncio de reestructuración de su gabinete, Maduro llamó al pueblo a rebelarse contra la ilegalidad y expresiones neofascistas. En un video, el presidente de la Asamblea Nacional, Henry Ramos Allup, ordenó sacar los retratos de Chávez de la sede. Algunos ciudadanos mostraron su rechazo a la retirada de los retratos. Maduro también anunció cambios en su gabinete y la creación de nuevos ministerios. Además, la Asamblea Nacional juramentó a tres diputados de la oposición elegidos en el estado Amazonas, lo cual fue considerado ilegal por el oficialismo.","Nicolás Maduro criticó la remoción de retratos de Hugo Chávez de la Asamblea Nacional, calificándola de ""neofascista"" y llamando a la rebelión popular.  El presidente de la Asamblea, Henry Ramos Allup, ordenó retirar las imágenes de Chávez y Maduro, dejando solo la de Simón Bolívar.  Algunos ciudadanos chavistas protestaron la medida y recuperaron algunos retratos.  Maduro anunció cambios en su gabinete, incluyendo la designación de Aristóbulo Istúriz como vicepresidente.  También anunció un plan de incentivo a la producción y la creación de nuevos ministerios.
"
196,"América Latina se convirtió en un espectador ansioso de la guerra comercial entre Estados Unidos y China, que impacta de forma despareja en la región: muchos ya la sufren, algunos la aprovechan.","La guerra comercial entre Estados Unidos y China está teniendo un impacto negativo en América Latina. Las monedas latinoamericanas están bajo presión frente al dólar y las bolsas de la región han caído. Además, los precios de las materias primas exportadas por la región, como la soja y el cobre, han disminuido. Sin embargo, México ha visto un aumento en su participación en el mercado importador de Estados Unidos, lo que podría beneficiar al país. Además, algunas empresas multinacionales están trasladando su producción a México para evitar los aranceles impuestos por Estados Unidos.","La guerra comercial entre Estados Unidos y China está impactando a Latinoamérica.  La incertidumbre generada por el conflicto afecta las economías latinoamericanas,  debilitando las monedas y presionando a la baja los precios de las materias primas.  Si bien México ha ganado participación en el mercado estadounidense, la región en general no ha visto los beneficios esperados.  Empresas multinacionales están trasladando sus fábricas a México para evitar aranceles, lo que podría beneficiar al país a largo plazo.
"
