q_idx,label,gpt_prediction,gemini_prediction
95,"İngiltere'de gazeteler bugün Mısır'daki gelişmeleri, Türk ekonomisini ve Usame Bin Ladin üzerine Pakistan'da hazırlanan bir raporu ele alıyor.","Mısır'da yaşanan çatışmaların detaylarını veren Independent gazetesi, Müslüman Kardeşler'in Mursi'yi deviren ordu ittifakına karşı ayaklanma çağrısı yaptığını ve çatışmaların sonucunda Nur Partisi'nin Mursi'ye desteğini çektiğini aktarıyor. Guardian gazetesi ise Mısır'da dökülen kanın geleceğin ne kadar belirsiz olduğunu ve Mursi'nin devrilmesinin 'son' değil 'başlangıç' olduğunu ortaya koyduğunu yazıyor.","Mısır'da yaşanan çatışmalarda onlarca kişi hayatını kaybetti ve yüzlercesi yaralandı. Müslüman Kardeşler, Mursi'yi deviren orduya karşı ayaklanma çağrısı yaptı.  Nur Partisi iktidara desteğini çekerken, El Ezher Üniversitesi müftüsü iç savaş uyarısında bulundu. ABD, gelişmelerden endişeli olsa da Mısır'a yardımı kesmeyi düşünmüyor. Guardian gazetesi, Mısır'daki olayların bir 'son' değil 'başlangıç' olduğunu ve toplumsal kutuplaşmanın arttığını belirtiyor.
"
108,"Güney Kore'ye kaçmış olan eski bir Kuzey Koreli yetkili, Kim Jong-un ülkenin 70. kuruluş yıldönümü için Kuzey Koreli bilim insanlarından ülkenin en büyük füzesini yapmalarını istediğini iddia etti.","Kuzey Kore lideri Kim Jong-un, ülkenin 70. kuruluş yıldönümü olan 9 Eylül'de fırlatılmaya hazır olması için yeni bir füze yapım emri verdi. Eski bir Kuzey Koreli yetkiliye göre, yeni füze Unha-3'ün daha büyük bir versiyonu olacak ve yapımı tamamlandıktan sonra fırlatmaya hazır hale getirilmesi için 6 ay daha süreye ihtiyaç duyulacak.","Eski bir Kuzey Koreli yetkili, Kim Jong-un'un Aralık ayında yeni bir füze yapımı emri verdiğini iddia etti.  Füzenin, Kuzey Kore'nin 70. kuruluş yıldönümü olan 9 Eylül'de fırlatılması planlanıyor.  Unha-4 olarak adlandırılan füze, Unha-3'ün geliştirilmiş bir versiyonu olacak.  Yetkiliye göre, Unha-4'ün gövdesi tamamlandı ve fırlatmaya hazır hale getirilmesi için 6 ay gerekiyor.  Kim Jong-un, yeni yıl konuşmasında ABD'yi nükleer silah tehdidinde bulunmuş ve kitlesel füze üretimine odaklanılacağını belirtmişti.
"
113,Suriye'nin kuzeyindeki Afrin kentinde bugün bomba yüklü bir aracın infilak etmesi sonucu en az 8 kişi yaşamını yitirdi.,"Reuters haber ajansı, Afrin'de bir otomobilin ve Anadolu Ajansı ise bir yakıt tankerinin patladığını duyurdu. Patlamada çocukların da olduğu bildirilirken, çok sayıda yaralı olduğu ve bazılarının durumunun ağır olduğu belirtildi.","Afrin'de bir araç patlaması sonucu çok sayıda kişi hayatını kaybetti ve yaralandı.  Patlamaya bir otomobil veya yakıt tankeri sebep oldu. Ölüler arasında çocuklar da var ve  yaralılardan bazılarının durumu ağır.  Afrin, Zeytin Dalı Harekatı'ndan bu yana Türkiye destekli muhaliflerin kontrolünde.  Bölge daha önce YPG kontrolündeydi.
"
116,Londra polisi kentin doğusundaki Leytonstone metro istasyonunda yaşanan bir bıçaklama olayının ‘terör eylemi’ olarak soruşturulduğunu açıkladı.,"Cumartesi akşamı Londra'da bir istasyonda meydana gelen bıçaklı saldırı sonucunda bir kişi ciddi şekilde yaralandı ve iki kişi hafif yaralarla tedavi edildi. Polis, saldırganın terör eylemi gerçekleştirdiğini düşünüyor ve halkın dikkatli olmasını tavsiye ediyor.","Cumartesi akşamı Londra'da bir metro istasyonunda bıçaklı saldırı gerçekleşti.  Polis, saldırganı şok tabancasıyla etkisiz hale getirip gözaltına aldı. Saldırıda biri ağır, ikisi hafif olmak üzere üç kişi yaralandı.  Londra polisi olayı terör saldırısı olarak değerlendiriyor ve soruşturmayı terörle mücadele ekipleri yürütüyor.  Yetkililer, halkı uyanık olmaya çağırırken terör riskinin ciddi seviyede olduğunu vurguladı.
"
119,ABD'nin Atlanta kentinde geçen hafta siyah Amerikan vatandaşı Rayshard Brooks'u bir restoranın otoparkında öldüren beyaz polis memuru Garrett Rolfe'ye cinayet dahil 11 ayrı suçlama yöneltildi.,"Garrett Rolfe, Rayshard Brooks'un öldürülmesiyle ilgili davada suçlu bulunması halinde idam cezasına çarptırılabilir. Brooks'un yanında olan polis memuru Devin Brosnan ise savcılarla işbirliği yapmayı planladığı yönünde haberler yayımlandı.","Garrett Rolfe, Rayshard Brooks'u öldürmekle suçlanıyor ve suçlu bulunursa idam cezasıyla karşı karşıya.  Rolfe'nin yanında olan polis memuru Devin Brosnan'ın savcılarla işbirliği yapacağı iddia edildi, ancak avukatı bunu yalanladı.  Brosnan, Brooks'un tehdit oluşturmadığını belirtmişti.  Brooks, polislerden kaçarken sırtından vurularak öldürüldü.  Olay, Atlanta'da protestolara ve Black Lives Matter hareketine destek gösterilerine yol açtı.
"
121,"Venezuela Devlet Başkanı Nicolas Maduro, yeni anayasayı yazacak Kurucu Meclis'in üyelerini belirleyen seçimler sonrası zaferini ilan etti.","Venezuela'da yapılan seçimlerde en az 10 kişi hayatını kaybetti ve seçimlere katılım oranı yüzde 41.5 olarak açıklandı. Seçim sonuçları muhalefet tarafından tanınmazken, Devlet Başkanı Maduro'nun gücünü artırması bekleniyor.","Venezuela'da Kurucu Meclis seçimi düşük katılım ve şiddet olaylarıyla gerçekleşti.  Resmi sonuçlara göre katılım %41.5 olsa da muhalefet %88'lik bir boykot oranı olduğunu iddia ederek sonuçları tanımadı.  Seçimlerde yaşanan çatışmalarda en az 10 kişi hayatını kaybetti, muhalefet ise bu sayının daha yüksek olduğunu öne sürdü.  ABD başta olmak üzere birçok ülke seçim sonuçlarını tanımayacağını açıkladı. Devlet Başkanı Maduro ise seçimle birlikte ""topyekun savaş"" döneminin başladığını ilan etti.
"
123,"Diyarbakır sokakları, Kürt sorununun şiddetten arındırılması için görüşmelerin başlamasından bu yana ilk defa ölüm ve yaralanmalara yol açan çatışmalara sahne oluyor.","Lice'de yaşanan olaylar ve göstericinin ölümü, Diyarbakır'da yapılmak istenen gösterinin polis tarafından dağıtılmasıyla sonuçlandı. Kürt tarafında, diyalog sürecinin ikinci aşamasında beklentilerin yerini umutsuzluğa bırakabileceği düşünülüyor.","Diyarbakır'da polis, Lice'deki ölüm olayının ardından düzenlenmek istenen gösteriyi dağıttı. Kürt tarafında, hükümetin yasal ve anayasal düzenlemeler konusunda adım atmaması nedeniyle umutsuzluk hakim. Taraflar, diyalog sürecindeki sorunlardan birbirini sorumlu tutuyor.  Diyarbakır Barosu Başkanı Tahir Elçi, hükümetin seçim barajı ve anadilde eğitim gibi konulardaki tutumunun sürece zarar verdiğini belirtti.  Elçi, Lice'deki olaylar ve bir uzman çavuşun kaçırılmasını ""sürecin kötüye gidiş alametleri"" olarak nitelendirdi.
"
126,"ABD'nin Baltimore kentinde, gözaltındayken ölen Freddie Gray adlı bir siyahın cenazesinin ardından çıkan protesto gösterileri ve çatışmalar sonrası olağanüstü hâl ilan edildi.","Baltimore'da gece sokağa çıkma yasağı getirildi ve Ulusal Muhafız gücüne bağlı askerler konuşlandırıldı. Protestolar sırasında şiddet olayları yaşandı, bir sosyal merkez ateşe verildi ve polis araçları saldırıya uğradı.","Baltimore'da Freddie Gray'in polis nezaretinde ölümü sonrası başlayan protestolar şiddet olaylarına dönüştü.  Polis araçları ateşe verildi, yağmalama ve kundaklama olayları yaşandı.  Yetkililer, sokağa çıkma yasağı ilan etti ve Ulusal Muhafız birlikleri kentte konuşlandırıldı. Gray'in gözaltına alınma nedeni belirsizliğini koruyor, ancak cebinde sustalı bıçak bulunduğu iddia ediliyor.  Protestolar, ABD'de polis şiddeti tartışmalarını yeniden alevlendirdi.
"
129,"Suriye'de iç savaş dört yıldır sürüyor. İç mülteciler bir yana, sadece ülkeyi terk eden Suriyelilerin sayısı dört milyonu aştı.","Suriyeli mültecilerin sayısının artmasıyla birlikte, Avrupa'da göçmen krizi daha da büyüdü. Birçok Avrupa ülkesi mültecileri kabul etmeye başlarken, Türkiye'nin mültecilere geçici koruma sağlaması ve entegrasyon sorunlarına çözüm bulması gerektiği belirtiliyor.","Suriyeli mülteci krizi, özellikle Aylan Kurdi'nin ölümünün ardından uluslararası kamuoyunda daha fazla dikkat çekmeye başladı.  Türkiye, milyonlarca Suriyeli mülteciye ev sahipliği yaparken, Avrupa ülkeleri farklı yaklaşımlar sergiliyor.  Türkiye'deki Suriyelilerin çoğu kampların dışında yaşıyor ve geçici koruma statüsüne sahip.  Birçok Suriyeli, daha iyi bir yaşam umuduyla Avrupa'ya tehlikeli yolculuklar yapıyor. Uzmanlar, Avrupa'nın Türkiye ile daha yakın işbirliği yapması ve Türkiye'nin de mültecilere kalıcı çözümler sunması gerektiğini vurguluyor.
"
132,Haber ve video: Aylin Yazan Türkiye'de 16 Nisan'da yapılacak anayasa referandumu için yurt dışında oy kullanma süreci tamamlandı. En fazla Türkiye kökenli göçmenin bulunduğu Almanya'da 13 noktadaki sandıklar 14 gün boyunca açıktı.,"Almanya'da yapılan referandum, sadece anayasa değişikliğiyle ilgili değildi. Türkiye hükümeti ile yaşanan gerilim, casusluk suçlamaları ve Deniz Yücel'in tutuklanması gibi olaylar, Almanya'daki Türkiye kökenliler arasında bir kutuplaşma yarattı.","Almanya'daki Türk kökenliler arasında referandum nedeniyle ciddi bir kutuplaşma yaşanıyor.  Bu durum, günlük hayattaki etkileşimleri azaltmış, hatta pazar yerlerinde bile gerilime neden olmuştur.  ""Evet"" ve ""Hayır"" oyu verenler arasındaki tartışmalar zorlaşmış, karşılıklı suçlamalar artmıştır.  Bazı Türk kökenliler ise görüşlerini açıkça ifade etmekten çekinmekte, olası tepkilerden endişe etmektedir. Referandum sonrası bu kutuplaşmanın azalacağı yönünde görüşler olsa da, Almanya'daki Türk toplumunda derin bir ayrımın oluştuğu açıktır.
"
134,Bağımsızlık referandumunun bedelini ağır ödeyen Irak Kürdistan Bölgesel Yönetimi (IKBY) iç siyasette de kritik bir süreçten geçiyor. Kürtlerin ABD ve İran'ın desteği kesmesiyle hezimet yaşadığı 1975'teki kırılmadan daha sarsıcı sonuçlar doğurabilecek bir kriz dallanıp budaklanıyor.,"Irak Kürdistanı'nda siyasi ve ekonomik baskılar devam ederken, IKBY Başkanı Mesud Barzani'nin görev süresini uzatmayacağını ve başkanlık görevini bırakacağını açıklaması, KDP içindeki güç mücadelesini ve liderlik sorunlarını tetikleyecektir. KYB ve Goran Hareketi de liderlik sorunlarıyla mücadele etmek zorunda kalacak.","Mesud Barzani, Irak Kürdistan Bölgesel Yönetimi (IKBY) başkanlığından istifa etti ve yetkilerini hükümet, parlamento ve yargıya devretti.  Barzani'nin istifası, Kerkük'ün kaybedilmesi ve Kürtler arasındaki iç gerilimlerin artması sonucu gerçekleşti.  Bu durum, KDP içindeki güç mücadelesini ve diğer partilerle olan ilişkileri etkileyecek.  Barzani ailesi içindeki liderlik mücadelesi, Mesrur ve Neçirvan Barzani arasında yaşanıyor. KYB ve Goran Hareketi de kendi içlerinde liderlik sorunlarıyla karşı karşıya.
"
137,"Merkez Bankası son dönemde bazen TL likiditesini sıkıştırmaya, bazen döviz likiditesini gevşetmeye ve bu yolla para politikasını yürütmeye yönelik çeşitli adımlar attı.","Merkez Bankası, politika faizini yüzde 17,75'ten yüzde 24'e yükselterek faiz artışı yapmıştır. Bu adım, enflasyon beklentisini kırmak ve kurlardaki tırmanışı tersine çevirmek için atılan olumlu bir adımdır.","Merkez Bankası, piyasadaki yüksek faiz ve kur beklentisini düşürmek için politika faizini %24'e yükseltti.  Bu artış piyasa beklentisinin üzerinde olsa da, Merkez Bankası'nın gerçek faiz artışı 4,75 puan oldu.  Yüksek enflasyon ve kur beklentilerini kontrol altına almak için bu faiz artışına ihtiyaç duyuldu.  Faiz artışına ek olarak, maliye politikasında da sıkılaştırmaya gidilmesi gerekiyor. Aksi takdirde kısa vadede olumlu etkisi olsa da orta ve uzun vadede faiz artışı tek başına yeterli olmayacaktır.
"
138,"Koronavirüs salgını nedeniyle gelecek günlerde krizin daha de derinleşmesinden endişe eden Almanya, eyalet yönetimlerine ve yerel idarelere destek amacıyla ilk aşamada 15 bin asker görevlendirmeye hazırlanıyor.","Almanya'da Covid-19 vakalarının artması nedeniyle Alman ordusu, sivil idareye destek vermek için göreve hazır hale getirildi. 15 bin askerin göreve hazır olması hedeflenirken, ordunun görevi, kamu güvenliği ve düzenin korunmasına destek sağlamak olacak.","Almanya'da Covid-19 vakaları artınca ordu, sivil idareye destek için göreve hazır hale getirildi.  15.000 asker,  idari ve lojistik destek,  tesislerin dezenfektasyonu ve güvenliğin sağlanması gibi görevler üstlenecek.  Ordu,  Anayasa'nın 35. maddesi uyarınca polis yetkilerini üstlenebilse de,  şimdilik bu durum öngörülmüyor ve destek geçici olacak.  Askerler,  eyalet ve yerel yönetimlerin talebi üzerine  mobil hastane kurulumu, yaşlılara yardım gibi çeşitli alanlarda da destek sağlayacak.
"
143,Almanya'da Nazi Almanyası lideri Adolf Hitler'e ait olduğu öne sürülen üç suluboya resme polis tarafından el konuldu.,"Berlin'deki Kloss müzayede evinde açık artırmaya çıkarılması beklenen ve Adolf Hitler tarafından yapıldığı iddia edilen üç resim, polis tarafından sahtecilik iddiasıyla el konuldu. Resimlerde dağ, nehir ve ağaçlar göze çarpıyor.","Berlin'deki Kloss müzayede evinde, Adolf Hitler'e atfedilen üç resim ""sahtecilik"" şüphesiyle polis tarafından el konuldu.  Dağ, nehir ve ağaçları betimleyen resimlerin, Hitler'in 20. yüzyıl başında Münih'te ressamlık yaptığı döneme ait olduğu iddia ediliyordu.  Her bir resmin 4 bin eurodan açık artırmaya çıkarılması bekleniyordu.  Polis, soruşturmanın ""dolandırıcılık girişimi"" ve ""belgede sahtecilik"" iddiasıyla yürütüldüğünü açıkladı. Resimlerin eski sahipleri isimlerinin açıklanmasını istemedi.
"
144,"Koronavirüs aşısı çalışmalarında ilk klinik deneylerden başarılı sonuçlar aldığını açıklayan Almanya merkezli BioNTech şirketinin CEO'su Prof. Dr. Uğur Şahin, aşının koronavirüs salgınını bitireceğinden emin olduğunu söyledi.","BioNTech ve Pfizer tarafından geliştirilen Covid-19 aşısının yüzde 90 başarıya ulaştığı açıklandı. BioNTech CEO'su Uğur Şahin, aşının semptomsuz enfeksiyonlarda da etkili olacağına inandığını ve pandemiye son vereceğini ifade etti.","BioNTech'in kurucusu Uğur Şahin, geliştirdikleri COVID-19 aşısının %90 başarı oranıyla salgına son verebileceğinden emin olduğunu belirtti.  Aşı, virüsün hücrelere girişini engelleyerek ve bağışıklık sistemini güçlendirerek etki gösteriyor.  Denemelerin başarılı sonuçları Şahin ve ekibi için büyük bir rahatlama sağladı.  Aşının farklı yaş ve etnik gruplarda etkisi henüz araştırılıyor, ancak en az bir yıl koruma sağlayacağı öngörülüyor.  Şahin, şirketinin hisselerindeki artışa rağmen odak noktasının yeni projeler geliştirmek olduğunu söyledi.
"
