gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
"وصلت عاملة صحية من سيراليون إلى اسكتلندا عبر مطار هيثرو في لندن، وتم وضعها في الحجر الصحي بمستشفى غارتنيفل في غلاسكو بعد الاشتباه بإصابتها بمرض الإيبولا.  وتخضع الآن لتحقيقات حول الأشخاص الذين تواصلت معهم خلال رحلتها. سيتم نقلها إلى وحدة حجر صحي متخصصة في لندن.  أكدت الوزيرة الأولى في اسكتلندا أن خطر انتقال العدوى منخفض جدًا. تعمل الخطوط الجوية البريطانية مع السلطات الصحية لتقديم المعلومات اللازمة.
","وصلت عاملة صحية من سيراليون إلى اسكتلندا عبر مطار هيثرو في لندن، وتم وضعها في الحجر الصحي بمستشفى غارتنيفل في غلاسكو بعد الاشتباه بإصابتها بمرض الإيبولا.  وتخضع الآن لتحقيقات حول الأشخاص الذين تواصلت معهم خلال رحلتها. سيتم نقلها إلى وحدة حجر صحي متخصصة في لندن.  أكدت الوزيرة الأولى في اسكتلندا أن خطر انتقال العدوى منخفض جدًا. تعمل الخطوط الجوية البريطانية مع السلطات الصحية لتقديم المعلومات اللازمة.
",مرأة عمل علاج مرضى ##بولبولا ريق تم وضع تحت حجر صحة بعد وصول بريطاني. تجرة تحقيق حول اتصال نقل نظام حجر صحة أدان. خطر انتقال عدوى منخفض جد أتم متابع ركاب الذين سافر مع.,مرأة تعمل في علاج مرضى إيبولا في غرب أفريقيا وتم وضعها تحت الحجر الصحي في مستشفى في غلاسكو بعد وصولها إلى بريطانيا. تجري التحقيقات حول اتصالاتها وستنقل إلى نظام حجر صحي في لندن. خطر انتقال العدوى منخفض جداً وسيتم متابعة الركاب الذين سافروا معها.,شخصت اصابة إحدى عمال الرعاية الصحية البريطانيين، كانت عائدة للتو من غرب أفريقيا، بفيروس ايبولا، وادخلت إلى مستشفى في مدينة غلاسكو لعلاجها.,389,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 46}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,"['Coherence', 'Consistency']"
"صادرت السلطات السودانية نسخًا مطبوعة من تسع صحف يوم الاثنين دون توضيح الأسباب.  يرجّح صحفيون أن سبب المصادرة يعود لنشر خبر عن تعرض أطفال في رياض الأطفال للاغتصاب.  أكد رؤساء تحرير عدة صحف، منها ""التيار"" و""اليوم التالي"" و""الجريدة""، مصادرة نسخهم.  أعتبر رئيس تحرير صحيفة ""الجريدة"" أن مصادرة الصحف دون اللجوء للقضاء أو المجلس القومي للصحافة أمر غير مقبول.  ودعت شبكة الصحافيين السودانيين لاحتجاجات وإضراب عن العمل رداً على هذه المصادرة.
","صادرت السلطات السودانية نسخًا مطبوعة من تسع صحف يوم الاثنين دون توضيح الأسباب.  يرجّح صحفيون أن سبب المصادرة يعود لنشر خبر عن تعرض أطفال في رياض الأطفال للاغتصاب.  أكد رؤساء تحرير عدة صحف، منها ""التيار"" و""اليوم التالي"" و""الجريدة""، مصادرة نسخهم.  أعتبر رئيس تحرير صحيفة ""الجريدة"" أن مصادرة الصحف دون اللجوء للقضاء أو المجلس القومي للصحافة أمر غير مقبول.  ودعت شبكة الصحافيين السودانيين لاحتجاجات وإضراب عن العمل رداً على هذه المصادرة.
",صادرت السلطات السودانية نسخًا مطبوعة من 9 صحف صباح الاثنين، ولم توضح الأسباب وراء ذلك. يُعتقد أن السبب قد يكون خبرًا يتعلق بتعرض أطفال للاعتداء الجنسي. الصحف المصادرة تشمل الانتباهة والوطن والجريدة وآخر لحظة والسوداني والرأي العام والخرطوم. الصحافيون يدعون إلى تنظيم احتجاجات وإضراب لمواجهة الهجمة الشرسة ضد الصحافة في السودان.,صادرت السلطات السودانية نسخًا مطبوعة من 9 صحف صباح الاثنين، ولم توضح الأسباب وراء ذلك. يُعتقد أن السبب قد يكون خبرًا يتعلق بتعرض أطفال للاعتداء الجنسي. الصحف المصادرة تشمل الانتباهة والوطن والجريدة وآخر لحظة والسوداني والرأي العام والخرطوم. الصحافيون يدعون إلى تنظيم احتجاجات وإضراب لمواجهة الهجمة الشرسة ضد الصحافة في السودان.,"علقت الأجهزة الأمنية السودانية صدور 4 صحف يومية سياسية بالخرطوم لأجل غير مسمى وهي صحف ""الجريدة"" و""آخر لحظة"" و""الخرطوم"" و""الانتباهة"".",231,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,['Fluency']
"أكد بيان رئاسي عودة الرئيس الجزائري عبد المجيد تبون للبلاد قريباً بعد تماثله للشفاء في ألمانيا.  كان تبون قد سافر لألمانيا أواخر أكتوبر لتلقي العلاج من إصابته بفيروس كورونا.  أثار غيابه الطويل مخاوف  ذكّرت بغياب الرئيس السابق بوتفليقة لأسباب صحية. ويثير  البيان، الأول من نوعه منذ منتصف نوفمبر، تساؤلات حول صحة الرئيس  وإمكانية تطبيق المادة 102 من الدستور في حال استمرار غيابه.
","أكد بيان رئاسي عودة الرئيس الجزائري عبد المجيد تبون للبلاد قريباً بعد تماثله للشفاء في ألمانيا.  كان تبون قد سافر لألمانيا أواخر أكتوبر لتلقي العلاج من إصابته بفيروس كورونا.  أثار غيابه الطويل مخاوف  ذكّرت بغياب الرئيس السابق بوتفليقة لأسباب صحية. ويثير  البيان، الأول من نوعه منذ منتصف نوفمبر، تساؤلات حول صحة الرئيس  وإمكانية تطبيق المادة 102 من الدستور في حال استمرار غيابه.
",تبون سيعود إلى الجزائر قريبًا بعد تعافيه من فيروس ##وناونا. غيابه أثار مخاوف وتساؤلات حول استخدام المادة 102 من القانون الأساسي الجزائري. تمت الموافقة على تعديلات دستورية تهدف إلى تعزيز الحريات والديمقراطية في البلاد.,تبون سيعود إلى الجزائر قريبًا بعد تعافيه من فيروس كورونا. غيابه أثار مخاوف وتساؤلات حول استخدام المادة 102 من القانون الأساسي الجزائري. تمت الموافقة على تعديلات دستورية تهدف إلى تعزيز الحريات والديمقراطية في البلاد.,غادر الرئيس الجزائري عبد المجيد تبون المستشفى، ويواصل ما تبقى من فترة النقاهة في ألمانيا، بحسب بيان صادر عن الرئاسة الجزائرية.,589,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,['Consistency']
كد حميد عضو قائد قوة الدعم سريع اجتماع الخرطومرطوم، استعداد تسليم السلطة حكومة مدنية. شدد على رغب ضمان من شعب نافي رغبتهم تمسك بالسلطة. أتى هذا تصريح بعد دعوة قوى حر تغيير مظاهرة مليون ضغط على تسليم السلطة. بينما برر حميد انتشار كثيف بالخ حفاظ على أمن أعقاب فض اعتصام الذي راح ضحى عشر القتلى جرحى.,"أكد حميدتي، عضو المجلس العسكري وقائد قوات الدعم السريع، في اجتماع بالخرطوم،  استعداد المجلس لتسليم السلطة لحكومة مدنية.  وشدد على رغبتهم في ضمان أمن الشعب، نافياً رغبتهم في التمسك بالسلطة.  يأتي هذا التصريح بعد دعوة قوى الحرية والتغيير لمظاهرات مليونية للضغط على المجلس لتسليم السلطة.  كما برر حميدتي الانتشار العسكري الكثيف في الخرطوم بالحفاظ على الأمن،  في أعقاب فض الاعتصام الذي راح ضحيته عشرات القتلى والجرحى.
",اللواء حميدتي يؤكد تسليم المجلس العسكري للسلطة ونشر القوات المسلحة لأمن الشعب. المعارضة تطالب بتسليم السلطة للمدنيين وتتهم المجلس العسكري بالعنف. مفاوضات المرحلة الانتقالية تعثرت وتوسطت إثيوبيا والاتحاد الأفريقي لإيجاد حل.,اللواء حميدتي يؤكد تسليم المجلس العسكري للسلطة ونشر القوات المسلحة لأمن الشعب. المعارضة تطالب بتسليم السلطة للمدنيين وتتهم المجلس العسكري بالعنف. مفاوضات المرحلة الانتقالية تعثرت وتوسطت إثيوبيا والاتحاد الأفريقي لإيجاد حل.,حذر نائب رئيس المجلس العسكري الانتقالي في السودان من وجود مخربين لهم أجندة خفية تحاول استغلال المظاهرة الحاشدة التي دعت لها المعارضة في الخرطوم، يوم الأحد 30 يونيو/حزيران.,629,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 15}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 41}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Consistency', 'Coherence']"
"تصاعد التوتر في بحر الصين الجنوبي بعد تحريك الصين منصة تنقيب في مياه متنازع عليها مع فيتنام، مما أدى إلى مواجهة بين البلدين. حثّ وزراء خارجية الآسيان على ضبط النفس وتجنب التصعيد. سيطر الخلاف على اجتماع وزراء خارجية الآسيان، وحذّر وزير الخارجية الإندونيسي من تضرر وحدة الآسيان إن بقيت صامتة. أعربت كمبوديا عن رغبة الآسيان في حلّ سلمي للخلافات. حُذفت إشارات لحوادث محددة من بيان الآسيان  للوصول إلى إجماع.
",,وزير الخارجية الإندونيسي يقول إن الخلاف على البحر سيطر على اجتماع الوزراء في الرابطة الآسيوية، وتصاعد التوتر في بحر الصين الجنوبي بعد حركة الصين منصة تنقيب عن النفط في المياه المتنازع عليها مع فيتنام.,,أعرب وزراء خارجية دول رابطة أمم جنوب شرق آسيا (الآسيان) عن بالغ قلقهم إزاء التطورات المستمرة في بحر الصين الجنوبي، وذلك عشية اجتماع قادة الرابطة في ميانمار.,166,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 39}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
"أُفرج عن عهد التميمي بعد قضائها حكماً بالسجن لصفعة جندي إسرائيلي.  بررت عهد فعلتها برؤية الجنود يطلقون الرصاص المطاطي على ابن عمها.  أثار اعتقالها  انتقاداتٍ  للتعامل الإسرائيلي مع الأطفال الفلسطينيين.  سلطت قضيتها الضوء على محاكمة  العديد من القاصرين الفلسطينيين أمام محاكم عسكرية إسرائيلية.  اشتهرت عهد بمواقفها  المناهضة للاحتلال الإسرائيلي.
",,عهد التميمي أصبحت رمزًا للمقاومة الفلسطينية بعد صفعها لجندي إسرائيلي، وتم الإفراج عنها بعد مثولها أمام المحكمة الإسرائيلية. قضيتها ألقت الضوء على التعامل القاسي لإسرائيل مع الأطفال الفلسطينيين ونقص الحماية والعدالة في المحاكمات.,,أفرجت السلطات الإسرائيلية عن الشابة الفلسطينية عهد التميمي بعد أن قضت ثمانية أشهر في السجن لصفع وركل جندي إسرائيلي بالضفة الغربية المحتلة.,221,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
اعتبر أن أفكار خان حول المتحدة تشكل تهديد لأمن بلد حذر من أن آراء جاهل قد تؤدي إلى تهديد أمن. اعتزم استثناء ترامب حظر سفر المسلمين إلى إسلام، اعتبر حظر خطوة ضرورة أمن بلاد. ترامب يعبر رغب في زيارة كما شعر قلق عدم تمكنه الذهاب لأنَّ انتخب خان. ترامب يتولى منصب بلد اعتبر أول مسلم تولى هذا منصب.,خان يعتبر أن أفكار ترامب حول الإسلام تشكل تهديدًا لأمن البلدين، ويحذر من أن آراءه الجاهلة قد تؤدي إلى تهديد الأمن. ترامب يعتزم استثناء خان من حظر سفر المسلمين إلى الولايات المتحدة، ويعتبر الحظر خطوة ضرورية لأمن البلاد. خان يعبر عن رغبته في زيارة الولايات المتحدة لكنه يشعر بالقلق من عدم تمكنه من الذهاب إذا انتخب ترامب. خان يتولى منصب رئيس بلدية لندن ويعتبر أول مسلم يتولى هذا المنصب.,خان يعتبر أن أفكار ترامب حول الإسلام تشكل تهديدًا لأمن البلدين، ويحذر من أن آراءه الجاهلة قد تؤدي إلى تهديد الأمن. ترامب يعتزم استثناء خان من حظر سفر المسلمين إلى الولايات المتحدة، ويعتبر الحظر خطوة ضرورية لأمن البلاد. خان يعبر عن رغبته في زيارة الولايات المتحدة لكنه يشعر بالقلق من عدم قدرته على الذهاب إذا انتخب ترامب. خان يتولى منصب رئيس بلدية لندن ويعتبر أول مسلم يتولى هذا المنصب.,خان يعتبر أن أفكار ترامب حول الإسلام تشكل تهديدًا لأمن البلدين، ويحذر من أن آراءه الجاهلة قد تؤدي إلى تهديد الأمن. ترامب يعتزم استثناء خان من حظر سفر المسلمين إلى الولايات المتحدة، ويعتبر الحظر خطوة ضرورية لأمن البلاد. خان يعبر عن رغبته في زيارة الولايات المتحدة لكنه يشعر بالقلق من عدم قدرته على الذهاب إذا انتخب ترامب. خان يتولى منصب رئيس بلدية لندن ويعتبر أول مسلم يتولى هذا المنصب.,"رفض رئيس بلدية لندن المنتخب حديثا صادق خان ما صرح به دونالد ترامب عن استثنائه من ""حظر دخول المسلمين إلى الولايات المتحدة""، الذي ينوي تطبيقه في حال انتخابه رئيسا.",84,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 45}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Consistency', 'Coherence']"
"أثارت جدلاً بنشرها صوراً عارية الصدر مع كلبها، مبررةً ذلك بالتعبير عن الذات والاتصال بالطبيعة. وقعت باريس جاكسون، ابنة كالفن كلاين، عقدًا مع مايكل جاكسون بملايين الدولارات. دافعت عن حقها في التعري، مؤكدةً أنه ليس جنسيًا، ورفضت الاعتذار عن صورها. أوضحت أن جمال الجسد لا يتأثر بالعيوب، وشجعت الآخرين على تقبل أجسادهم. إلا أن الكاتبة شرباني باسو، التي ألفت عدة كتب عن الإمبراطورية البريطانية، قالت ""هناك جانبان لتشرشل، ويجب علينا معرفة أحلك ساعاته، وأفضلها"". وذكرت تقارير أنها ستمثل في فيلم جديد من إنتاج ##زونزون.","وقعت باريس جاكسون، ابنة مايكل جاكسون، عقدًا مع كالفن كلاين بملايين الدولارات.  أثارت جدلاً بنشرها صوراً عارية الصدر مع كلبها، مبررةً ذلك بالتعبير عن الذات والاتصال بالطبيعة.  دافعت عن حقها في التعري،  مؤكدةً أنه ليس جنسيًا، ورفضت الاعتذار عن صورها.  أوضحت أن جمال الجسد لا يتأثر بالعيوب،  وشجعت الآخرين على تقبل أجسادهم. وذكرت تقارير أنها ستمثل في فيلم جديد من إنتاج أمازون.
",باريس جاكسون، عارضة الأزياء وابنة مايكل جاكسون، تتعرض لانتقادات حادة بعد نشر صور عارية لها على وسائل التواصل الاجتماعي. تعتبر جاكسون التعري حرية شخصية وترفض الاعتذار عن ذلك. توقعت عقدًا مع شركة كالفن كلاين وتستعد لتصوير فيلم جديد.,باريس جاكسون، عارضة الأزياء وابنة مايكل جاكسون، تتعرض لانتقادات حادة بعد نشر صور عارية لها على وسائل التواصل الاجتماعي. تعتبر جاكسون التعري حرية شخصية وترفض الاعتذار عن ذلك. توقعت عقدًا مع شركة كالفن كلاين وتستعد لتصوير فيلم جديد.,"وجهت باريس جاكسون رسالة إلى 1.4 مليون شخص يتابعونها على موقع التواصل الاجتماعي عبر الصورة إنستغرام إن التعري أمر طبيعي ""ومكون من مكونات إنسانيتنا"".",571,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Consistency', 'Fluency', 'Relevance']"
"أعلنت شركة نينتندو عن إطلاق لعبة ""سوبر ماريو أوديسي"" في أكتوبر تزامنًا مع موسم الأعياد.  يأتي هذا الإعلان بعد النجاح الكبير لمنصة الألعاب الجديدة ""سويتش""، التي باعت ملايين الوحدات خلال شهرها الأول.  ترغب نينتندو في تكرار نجاح منصة ""ويي"" مع ""سويتش""،  وتعتبر لعبة ماريو الجديدة  أساسيةً لتحقيق ذلك.  تعد  ""سوبر ماريو أوديسي"" بتجربة لعب مميزة  بقدرات جديدة لماريو،  مما أثار حماس  اللاعبين.
",,"شركة نينتندو تعلن عن تاريخ إصدار لعبة ""سوبر ماريو أوديسي"" في موسم الأعياد، وتأمل أن تحقق نجاحًا مشابهًا لألعاب ماريو السابقة. اللعبة تتضمن ماريو بقدرة الطيران وستكون متاحة للشراء بعد عدة أشهر.",,قالت شركة نينتندو إن نسخة جديدة كبيرة من لعبة ماريو ستعرض للبيع في 27 أكتوبر/تشرين الأول.,259,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 41}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",0,
أدى صراع مسلحين على السيطرة على مطار طرابلس إلى تدمير 20 طائرة وإضراب المراقبين الجويين، ما تسبب في توقف حركة الطيران ومنع العديد من الليبيين في الخارج من العودة للاحتفال برمضان. الإضراب يضغط على الفصائل المتصارعة لوقف القتال الذي أسفر عن أسوأ موجة عنف في طرابلس خلال ستة أشهر.,أدى صراع مسلحين على السيطرة على مطار طرابلس إلى تدمير 20 طائرة وإضراب المراقبين الجويين، ما تسبب في توقف حركة الطيران ومنع العديد من الليبيين في الخارج من العودة للاحتفال برمضان. الإضراب يضغط على الفصائل المتصارعة لوقف القتال الذي أسفر عن أسوأ موجة عنف في طرابلس خلال ستة أشهر.,تدور المعارك في مطار ##ة بين فصائل مسلحة متنافسة، حيث تم تدمير 20 طائرة وأدى القتال إلى إضراب المراقبين الجويين. تعاني الحكومة الليبية الضعيفة من صعوبة في السيطرة على المسلحين الذين يتحدون سلطة الدولة. تم إغلاق المطار بعد وصول المسلحين من مدينة مصراتة لمهاجمة المنطقة التي يسيطرون عليها في المطار. تسبب القتال في توقف حركة الطيران وعالقة العديد من الليبيين في الخارج. تم سحب موظفي الأمم المتحدة من ليبيا بسبب الاشتباكات.,تدور المعارك في مطار طرابلس بين فصائل مسلحة متنافسة، حيث تم تدمير 20 طائرة وأدى القتال إلى إضراب المراقبين الجويين. تم إغلاق المطار بعد وصول المسلحين من مدينة مصراتة لمهاجمة المنطقة التي يسيطرون عليها في المطار. تعاني الحكومة الليبية الضعيفة من صعوبة في السيطرة على المسلحين الذين يتحدون سلطة الدولة. تسبب القتال في توقف حركة الطيران وعالقة العديد من الليبيين في الخارج. تم سحب موظفي الأمم المتحدة من ليبيا بسبب الاشتباكات.,بدأ المراقبون الجويون في غربي ليبيا إضرابا عن العمل احتجاجا على قصف المطار الرئيسي في العاصمة طرابلس، وتوقف الرحلات الجوية، وفقا لمسؤول بالحكومة الليبية.,216,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,"['Fluency', 'Consistency']"
"عُثِرَ على سيارةٍ مهجورةٍ من طراز سيات سوداء في ضاحيةٍ شرق باريس، يُعتقد استخدامها من قِبَل بعض منفذي هجمات باريس، وبداخلها بنادق كلاشينكوف. يُشير هذا الاكتشاف إلى فرار بعض المهاجمين، ربما إلى بلجيكا حيثُ أُلقي القبض على خمسة أشخاص.  أعلن الرئيس الفرنسي الحداد 3 أيام،  وسيُقام قداسٌ لتأبين الضحايا.  وتعهدت فرنسا بمواصلة قصف مواقع تنظيم الدولة.
","عُثِرَ على سيارةٍ مهجورةٍ من طراز سيات سوداء في ضاحيةٍ شرق باريس، يُعتقد استخدامها من قِبَل بعض منفذي هجمات باريس، وبداخلها بنادق كلاشينكوف. يُشير هذا الاكتشاف إلى فرار بعض المهاجمين، ربما إلى بلجيكا حيثُ أُلقي القبض على خمسة أشخاص.  أعلن الرئيس الفرنسي الحداد 3 أيام،  وسيُقام قداسٌ لتأبين الضحايا.  وتعهدت فرنسا بمواصلة قصف مواقع تنظيم الدولة.
",تم سحب مشتبه بها تحقيق عثر شرطة سيار. اشتبه أن مهاجم استخدم سيار هروب من مكان هجمة. تم قبض خمس أشخاص فرنس صل هجمة. تم إلغاء مشارك رئيس بلجيكاة قمة عشر تنظيم قداس تأبين ضحايا الهجمات.,تم سحب سيارة مشتبه بها في باريس للتحقيق، وعثرت الشرطة على بنادق كلاشينكوف في السيارة. يشتبه بأن المهاجمين استخدموا السيارة للهروب من مكان الهجمات. تم القبض على خمسة أشخاص في بلجيكا على صلة بالهجمات. تم إلغاء مشاركة الرئيس الفرنسي في قمة العشرين وتنظيم قداس لتأبين ضحايا الهجمات.,عثرت قوات الأمن الفرنسية على عدة بنادق كلاشينكوف في سيارة مهجورة يُعتقد أن بعض منفذي هجمات باريس استخدموها، حسب مصادر قضائية فرنسية.,649,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,"['Consistency', 'Coherence']"
"شهدت الإسكندرية مؤيد معارض رئيس مرس. انطلق حملة ""تجرد"" دعم لشرعية محمد مرسي بقاء حكم حين نظمت حملة ""تمرد"" مناهض. وقع اشتباك بين الطرفين مصر وتعرض فريق بي بي سي هجوم قبل مؤيد محمد مرس. دع حر والعدالة حزب إلى حماية المتظاهرين سلمى حين جمع ""تمرد"" توقيع مطالب انتخاب. أدى محمد مرس اليمين الدستورية 30 يونيو عام ماضي.","شهدت مصر مظاهرات مؤيدة ومعارضة للرئيس محمد مرسي.  انطلقت حملة ""تجرد"" دعماً لشرعية مرسي وبقائه في الحكم، في حين نظمت حملة ""تمرد"" مظاهرات مناهضة له.  وقعَت اشتباكات بين الطرفين في الإسكندرية، وتعرض فريق بي بي سي لهجوم من قبل مؤيدي مرسي.  دعا حزب الحرية والعدالة إلى حماية المتظاهرين السلميين، في حين جمعت ""تمرد"" توقيعات لمطالبة بانتخابات مبكرة.  أدى مرسي اليمين الدستورية في 30 يونيو/حزيران من العام الماضي.
","حملة ""تجرد"" تدعم بقاء مرسي حتى نهاية ولايته الرئاسية، في حين تنظم حملة ""تمرد"" مظاهرات مناهضة لحكمه. اشتباكات وتوترات تحدثت في عدة محافظات مصرية بين مؤيدي ومعارضي مرسي. حزب الحرية والعدالة يدعو إلى حماية المواطنين والتجمعات السلمية.","حملة ""تجرد"" تدعم بقاء مرسي حتى نهاية ولايته الرئاسية، في حين تنظم حملة ""تمرد"" مظاهرات مناهضة لحكمه. اشتباكات وتوترات تحدثت في عدة محافظات مصرية بين مؤيدي ومعارضي مرسي. حزب الحرية والعدالة يدعو إلى حماية المواطنين والتجمعات السلمية.",احتشد الآلاف من أنصار الرئيس المصري في مظاهرات دعما له استباقا لاحتجاجات يعتزم معارضون إقامتها نهاية الشهر الحالي للمطالبة بإجراء انتخابات رئاسية مبكرة.,189,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 40}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",2,"['Coherence', 'Consistency']"
"مسلحون متشددون يسيطرون على شمال مالي، مما يدفع الولايات المتحدة لدعوة لتدخل عسكري ضدهم.  دعا مسؤول أمريكي لعمل عسكري منسق بقيادة مالية وبدعم إقليمي ودولي،  تحديداً من دول غرب إفريقيا وتحت إشراف الأمم المتحدة.  رئيس وزراء مالي طالب بتدخل عسكري غربي، فرنسا على وجه الخصوص.  في حين عرضت فرنسا وألمانيا دعمًا لوجيستيًا فقط،  وأكد حلف الناتو عدم نيته التدخل.
",,دعا جوني كارسون، مسؤول أمريكي، إلى عمل عسكري ضد المتطرفين في شمال مالي، ودعمت فرنسا وألمانيا مهمة افريقية محتملة، في حين أعلن حلف الناتو عدم نية التدخل في مالي.,,"أعلن مسؤول بارز في وزارة الخارجية الأمريكية استعداد بلاده لدعم تدخل عسكري ""جيد الاعداد"" تقوده دول افريقية في شمالي مالي من بهدف القضاء على المتشددين الاسلاميين الذين على صلة بتنظيم القاعدة.",531,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 39}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
